,No. of Bedrooms,price_lack,price_per_square,city_Encoded,location_Encoded,cities,locations
8500,2.0,8575000,7795.454545454545,5,170,Mumbai,Kamothe
8501,1.0,4800000,8000.0,5,170,Mumbai,Kamothe
8502,1.0,2700000,7714.285714285715,5,336,Mumbai,Sector 17 Ulwe
8503,2.0,7900000,8404.255319148937,5,170,Mumbai,Kamothe
8505,2.0,35000000,50000.0,5,182,Mumbai,Khar
8506,2.0,30000000,35294.117647058825,5,41,Mumbai,Bandra West
8507,2.0,35000000,43750.0,5,270,Mumbai,Pali Hill
8510,2.0,14500000,14661.274014155713,5,74,Mumbai,Chembur
8512,1.0,2700000,6490.384615384615,5,344,Mumbai,Sector 20 Kharghar
8513,1.0,3850000,7549.019607843137,5,184,Mumbai,Kharghar
8514,1.0,2850000,9344.262295081968,5,184,Mumbai,Kharghar
8515,2.0,12100000,9672.262190247802,5,184,Mumbai,Kharghar
8516,2.0,6800000,6875.631951466127,5,184,Mumbai,Kharghar
8517,2.0,6000000,7058.823529411765,5,184,Mumbai,Kharghar
8518,2.0,6850000,6926.18806875632,5,184,Mumbai,Kharghar
8520,3.0,9200000,6133.333333333333,5,347,Mumbai,Sector 21 Kharghar
8521,1.0,5000000,7692.307692307692,5,331,Mumbai,Sector 12 Kharghar
8522,3.0,17500000,10000.0,5,184,Mumbai,Kharghar
8523,2.0,9400000,7580.645161290323,5,184,Mumbai,Kharghar
8524,3.0,16500000,10576.923076923076,5,184,Mumbai,Kharghar
8525,1.0,3700000,5781.25,5,184,Mumbai,Kharghar
8526,1.0,2700000,7714.285714285715,5,347,Mumbai,Sector 21 Kharghar
8527,2.0,8000000,7619.047619047619,5,184,Mumbai,Kharghar
8528,3.0,22000000,12429.378531073446,5,184,Mumbai,Kharghar
8529,2.0,10200000,8292.682926829268,5,184,Mumbai,Kharghar
8530,1.0,3100000,6888.888888888889,5,184,Mumbai,Kharghar
8531,1.0,5500000,8396.946564885497,5,184,Mumbai,Kharghar
8537,1.0,2900000,5197.132616487455,5,421,Mumbai,Vasai east
8538,3.0,36100000,29183.508488278094,5,248,Mumbai,Nahur
8539,1.0,3682000,5149.650349650349,5,35,Mumbai,Badlapur West
8540,2.0,11600000,9838.846480067854,5,404,Mumbai,Thane West
8541,1.0,2100000,4242.424242424242,5,403,Mumbai,Thane
8542,1.0,2700000,4736.8421052631575,5,276,Mumbai,Panvel
8544,1.0,2865000,4244.444444444444,5,34,Mumbai,Badlapur East
8545,1.0,2374000,3744.4794952681386,5,12,Mumbai,Ambernath West
8546,1.0,5200000,8965.51724137931,5,232,Mumbai,Mira Bhayandar
8547,3.0,14000000,11814.345991561182,5,222,Mumbai,Malad West
8548,3.0,62500000,23452.157598499063,5,119,Mumbai,Goregaon West
8549,3.0,26500000,20306.513409961684,5,222,Mumbai,Malad West
8550,2.0,13000000,13065.326633165829,5,222,Mumbai,Malad West
8551,2.0,10600000,10453.648915187377,5,222,Mumbai,Malad West
8552,2.0,11000000,14550.26455026455,5,159,Mumbai,Juhu
8553,3.0,36100000,29183.508488278094,5,248,Mumbai,Nahur
8554,1.0,3682000,5149.650349650349,5,35,Mumbai,Badlapur West
8556,1.0,2865000,4244.444444444444,5,34,Mumbai,Badlapur East
8557,2.0,11600000,9838.846480067854,5,404,Mumbai,Thane West
8558,1.0,2100000,4242.424242424242,5,403,Mumbai,Thane
8559,1.0,2700000,4736.8421052631575,5,276,Mumbai,Panvel
8560,1.0,3985000,5947.761194029851,5,167,Mumbai,Kalyan
8561,1.0,2200000,4400.0,5,249,Mumbai,Naigaon East
8562,1.0,2300000,4600.0,5,249,Mumbai,Naigaon East
8563,1.0,2650000,3937.592867756315,5,10,Mumbai,Ambarnath
8565,1.0,2374000,3744.4794952681386,5,12,Mumbai,Ambernath West
8566,1.0,5000000,6802.721088435374,5,413,Mumbai,Ulwe
8567,2.0,7200000,7563.0252100840335,5,348,Mumbai,Sector 21 Ulwe
8569,2.0,6100000,5304.347826086957,5,93,Mumbai,Dronagiri
8570,2.0,18500000,14800.0,5,260,Mumbai,Nerul
8571,3.0,22500000,12857.142857142857,5,320,Mumbai,Sanpada
8572,2.0,17000000,13600.0,5,320,Mumbai,Sanpada
8573,2.0,11100000,8473.282442748092,5,372,Mumbai,Sector-8 Ulwe
8574,1.0,3500000,5072.463768115942,5,93,Mumbai,Dronagiri
8575,2.0,5200000,4859.813084112149,5,93,Mumbai,Dronagiri
8576,1.0,5800000,10740.74074074074,5,413,Mumbai,Ulwe
8577,2.0,6200000,5462.555066079295,5,413,Mumbai,Ulwe
8578,4.0,27500000,9166.666666666666,5,369,Mumbai,Sector-3 Ulwe
8579,3.0,15500000,10333.333333333334,5,369,Mumbai,Sector-3 Ulwe
8580,2.0,13799999,9583.332638888889,5,369,Mumbai,Sector-3 Ulwe
8581,1.0,3400000,4829.545454545455,5,93,Mumbai,Dronagiri
8582,1.0,3500000,5087.209302325581,5,93,Mumbai,Dronagiri
8583,1.0,5200000,7796.101949025488,5,336,Mumbai,Sector 17 Ulwe
8584,1.0,2400000,3840.0,5,93,Mumbai,Dronagiri
8585,1.0,4900000,7538.461538461538,5,350,Mumbai,Sector 23 Ulwe
8586,2.0,11100000,8473.282442748092,5,372,Mumbai,Sector-8 Ulwe
8587,1.0,3500000,5072.463768115942,5,93,Mumbai,Dronagiri
8588,2.0,5200000,4859.813084112149,5,93,Mumbai,Dronagiri
8589,1.0,5800000,10740.74074074074,5,413,Mumbai,Ulwe
8590,2.0,6200000,5462.555066079295,5,413,Mumbai,Ulwe
8591,4.0,27500000,9166.666666666666,5,369,Mumbai,Sector-3 Ulwe
8592,3.0,15500000,10333.333333333334,5,369,Mumbai,Sector-3 Ulwe
8593,2.0,13799999,9583.332638888889,5,369,Mumbai,Sector-3 Ulwe
8594,1.0,3400000,4829.545454545455,5,93,Mumbai,Dronagiri
8595,1.0,3500000,5087.209302325581,5,93,Mumbai,Dronagiri
8596,1.0,5200000,7796.101949025488,5,336,Mumbai,Sector 17 Ulwe
8597,1.0,2400000,3840.0,5,93,Mumbai,Dronagiri
8598,1.0,4900000,7538.461538461538,5,350,Mumbai,Sector 23 Ulwe
8599,1.0,4500000,7377.049180327869,5,413,Mumbai,Ulwe
8600,3.0,14500000,9294.871794871795,5,413,Mumbai,Ulwe
8601,2.0,8200000,7130.434782608696,5,336,Mumbai,Sector 17 Ulwe
8602,3.0,29500000,13849.765258215963,5,260,Mumbai,Nerul
8603,1.0,4900000,7368.421052631579,5,336,Mumbai,Sector 17 Ulwe
8604,2.0,5000000,4329.004329004329,5,93,Mumbai,Dronagiri
8605,2.0,5300000,4732.142857142857,5,93,Mumbai,Dronagiri
8606,2.0,7000000,7000.0,5,336,Mumbai,Sector 17 Ulwe
8607,1.0,3588000,5200.0,5,350,Mumbai,Sector 23 Ulwe
8608,1.0,3800000,5801.526717557252,5,336,Mumbai,Sector 17 Ulwe
8609,1.0,3500000,5343.511450381679,5,336,Mumbai,Sector 17 Ulwe
8610,1.0,3700000,5692.307692307692,5,411,Mumbai,ULWE SECTOR 19
8611,2.0,8500000,6967.213114754099,5,413,Mumbai,Ulwe
8612,1.0,4900000,7000.0,5,413,Mumbai,Ulwe
8613,1.0,5400000,9872.029250457039,5,113,Mumbai,Ghodbunder Road
8614,3.0,60100000,41881.533101045294,5,159,Mumbai,Juhu
8615,1.0,3000000,4615.384615384615,5,93,Mumbai,Dronagiri
8616,1.0,3650000,5488.721804511279,5,93,Mumbai,Dronagiri
8617,1.0,4200000,6086.95652173913,5,93,Mumbai,Dronagiri
8618,1.0,3001000,4445.925925925926,5,93,Mumbai,Dronagiri
8619,2.0,6800000,5440.0,5,276,Mumbai,Panvel
8620,1.0,5400000,9872.029250457039,5,113,Mumbai,Ghodbunder Road
8621,3.0,60100000,41881.533101045294,5,159,Mumbai,Juhu
8622,1.0,3000000,4615.384615384615,5,93,Mumbai,Dronagiri
8623,1.0,3650000,5488.721804511279,5,93,Mumbai,Dronagiri
8624,1.0,4200000,6086.95652173913,5,93,Mumbai,Dronagiri
8625,1.0,3001000,4445.925925925926,5,93,Mumbai,Dronagiri
8626,2.0,7200000,7563.0252100840335,5,348,Mumbai,Sector 21 Ulwe
8627,2.0,6100000,5304.347826086957,5,93,Mumbai,Dronagiri
8628,2.0,4000000,7042.2535211267605,5,56,Mumbai,Bhiwandi
8629,3.0,7500000,6775.067750677506,5,420,Mumbai,Vasai
8630,2.0,5760000,7403.598971722365,5,420,Mumbai,Vasai
8631,2.0,6952000,8668.329177057356,5,56,Mumbai,Bhiwandi
8632,2.0,6137000,7402.895054282268,5,56,Mumbai,Bhiwandi
8633,1.0,5600000,7887.3239436619715,5,234,Mumbai,Mira Road East
8634,3.0,8600000,7008.9649551752245,5,56,Mumbai,Bhiwandi
8635,3.0,8100000,7310.4693140794225,5,56,Mumbai,Bhiwandi
8636,2.0,8100000,7848.837209302325,5,56,Mumbai,Bhiwandi
8637,2.0,7500000,7614.213197969543,5,56,Mumbai,Bhiwandi
8638,2.0,6800000,7727.272727272727,5,56,Mumbai,Bhiwandi
8639,2.0,6200000,7478.8902291917975,5,56,Mumbai,Bhiwandi
8640,2.0,5600000,6982.543640897756,5,56,Mumbai,Bhiwandi
8641,2.0,4600000,4946.236559139785,5,420,Mumbai,Vasai
8642,1.0,3350000,5153.846153846154,5,420,Mumbai,Vasai
8643,4.0,85000000,36170.21276595745,5,79,Mumbai,Dadar East
8644,1.0,6500000,10000.0,5,80,Mumbai,Dahisar
8645,3.0,18000000,12311.901504787962,5,110,Mumbai,Ghatkopar
8646,1.0,8500000,12573.96449704142,5,110,Mumbai,Ghatkopar
8647,4.0,125000000,43044.077134986226,5,441,Mumbai,Worli
8648,2.0,80000000,53333.333333333336,5,65,Mumbai,Breach Candy
8649,3.0,28800000,17582.417582417584,5,432,Mumbai,Wadala
8650,3.0,30000000,17636.68430335097,5,432,Mumbai,Wadala
8651,3.0,45100000,18981.48148148148,5,432,Mumbai,Wadala
8652,3.0,39200000,19019.893255701118,5,432,Mumbai,Wadala
8653,2.0,25400000,17749.82529699511,5,432,Mumbai,Wadala
8654,2.0,15200000,14476.190476190477,5,173,Mumbai,Kandivali West
8655,2.0,20000000,15873.015873015873,5,16,Mumbai,Andheri East
8656,2.0,29000000,20655.270655270655,5,118,Mumbai,Goregaon East
8657,3.0,30000000,25000.0,5,221,Mumbai,Malad East
8658,2.0,46500000,32908.704883227176,5,442,Mumbai,Worli South Mumbai
8659,3.0,33400000,16567.460317460318,5,16,Mumbai,Andheri East
8660,1.0,2035000,3545.2961672473866,5,21,Mumbai,Asangaon
8662,2.0,12500000,10860.121633362294,5,197,Mumbai,Koparkhairane Station Road
8663,2.0,6600000,12000.0,5,403,Mumbai,Thane
8664,2.0,6900000,12212.389380530973,5,403,Mumbai,Thane
8665,2.0,6800000,12431.44424131627,5,403,Mumbai,Thane
8666,2.0,6700000,12050.359712230216,5,403,Mumbai,Thane
8667,2.0,3000000,3157.8947368421054,5,403,Mumbai,Thane
8668,2.0,4500000,7500.0,5,403,Mumbai,Thane
8669,2.0,5300000,8833.333333333334,5,403,Mumbai,Thane
8670,1.0,3000000,5000.0,5,403,Mumbai,Thane
8671,2.0,4500000,5625.0,5,403,Mumbai,Thane
8673,2.0,10500000,10000.0,5,197,Mumbai,Koparkhairane Station Road
8674,2.0,10000000,8658.008658008657,5,197,Mumbai,Koparkhairane Station Road
8675,2.0,16000000,11851.851851851852,5,336,Mumbai,Sector 17 Ulwe
8676,3.0,17000000,9659.09090909091,5,196,Mumbai,Kopar Khairane Sector 19A
8677,1.0,7500000,10344.827586206897,5,197,Mumbai,Koparkhairane Station Road
8678,3.0,23000000,17692.30769230769,5,174,Mumbai,Kanjurmarg
8679,2.0,3000000,3157.8947368421054,5,403,Mumbai,Thane
8680,2.0,4500000,7500.0,5,403,Mumbai,Thane
8681,2.0,5300000,8833.333333333334,5,403,Mumbai,Thane
8682,1.0,3000000,5000.0,5,403,Mumbai,Thane
8683,2.0,4500000,5625.0,5,403,Mumbai,Thane
8690,2.0,4500000,4225.352112676056,5,403,Mumbai,Thane
8712,1.0,3000000,5660.377358490566,5,403,Mumbai,Thane
8713,1.0,8800000,14666.666666666666,5,173,Mumbai,Kandivali West
8714,2.0,17000000,13654.618473895582,5,100,Mumbai,Eastern Express Highway Vikhroli
8715,2.0,20700000,16467.780429594273,5,216,Mumbai,Magathane
8716,2.0,18000000,15319.148936170213,5,216,Mumbai,Magathane
8717,2.0,17500000,16619.18328584995,5,216,Mumbai,Magathane
8718,1.0,3874000,5306.8493150684935,5,11,Mumbai,Ambernath East
8719,1.0,9600000,14769.23076923077,5,216,Mumbai,Magathane
8720,1.0,10800000,16615.384615384617,5,216,Mumbai,Magathane
8721,2.0,18500000,17619.04761904762,5,85,Mumbai,Dattapada
8722,2.0,21000000,16800.0,5,85,Mumbai,Dattapada
8723,2.0,15000000,14285.714285714286,5,85,Mumbai,Dattapada
8724,2.0,21000000,18260.869565217392,5,216,Mumbai,Magathane
8725,3.0,30000000,20689.655172413793,5,216,Mumbai,Magathane
8726,3.0,30000000,20689.655172413793,5,216,Mumbai,Magathane
8727,3.0,27000000,17419.354838709678,5,216,Mumbai,Magathane
8728,2.0,22100000,20558.13953488372,5,216,Mumbai,Magathane
8729,2.0,22100000,20558.13953488372,5,216,Mumbai,Magathane
8730,1.0,9600000,14769.23076923077,5,216,Mumbai,Magathane
8731,1.0,10800000,16615.384615384617,5,216,Mumbai,Magathane
8732,2.0,18500000,17619.04761904762,5,85,Mumbai,Dattapada
8733,2.0,21000000,16800.0,5,85,Mumbai,Dattapada
8734,2.0,15000000,14285.714285714286,5,85,Mumbai,Dattapada
8735,2.0,21000000,18260.869565217392,5,216,Mumbai,Magathane
8736,3.0,30000000,20689.655172413793,5,216,Mumbai,Magathane
8737,3.0,30000000,20689.655172413793,5,216,Mumbai,Magathane
8738,3.0,27000000,17419.354838709678,5,216,Mumbai,Magathane
8739,2.0,22100000,20558.13953488372,5,216,Mumbai,Magathane
8740,2.0,22100000,20558.13953488372,5,216,Mumbai,Magathane
8741,3.0,18500000,13703.703703703704,5,216,Mumbai,Magathane
8742,1.0,10500000,16153.846153846154,5,216,Mumbai,Magathane
8743,2.0,16500000,15714.285714285714,5,85,Mumbai,Dattapada
8744,1.0,9600000,14769.23076923077,5,216,Mumbai,Magathane
8745,3.0,28500000,21111.11111111111,5,85,Mumbai,Dattapada
8746,3.0,28000000,16969.696969696968,5,216,Mumbai,Magathane
8747,2.0,19000000,18095.238095238095,5,85,Mumbai,Dattapada
8748,3.0,18800000,13925.925925925925,5,305,Mumbai,Rajendra Nagar
8749,3.0,27000000,16363.636363636364,5,216,Mumbai,Magathane
8750,2.0,15000000,15789.473684210527,5,85,Mumbai,Dattapada
8751,3.0,24000000,18461.53846153846,5,85,Mumbai,Dattapada
8752,1.0,11200000,18666.666666666668,5,85,Mumbai,Dattapada
8753,2.0,19000000,16309.01287553648,5,216,Mumbai,Magathane
8754,3.0,27500000,20265.291083271924,5,216,Mumbai,Magathane
8755,3.0,23000000,15333.333333333334,5,85,Mumbai,Dattapada
8756,1.0,10000000,15384.615384615385,5,216,Mumbai,Magathane
8757,2.0,17000000,16190.47619047619,5,216,Mumbai,Magathane
8758,2.0,15500000,14761.904761904761,5,85,Mumbai,Dattapada
8759,2.0,14500000,15263.157894736842,5,216,Mumbai,Magathane
8760,2.0,20500000,17826.08695652174,5,216,Mumbai,Magathane
8761,2.0,22500000,20454.545454545456,5,216,Mumbai,Magathane
8762,3.0,26500000,18275.862068965518,5,216,Mumbai,Magathane
8763,3.0,23000000,20909.090909090908,5,85,Mumbai,Dattapada
8764,3.0,18000000,13333.333333333334,5,305,Mumbai,Rajendra Nagar
8765,3.0,19000000,14074.074074074075,5,305,Mumbai,Rajendra Nagar
8766,3.0,29000000,17575.757575757576,5,216,Mumbai,Magathane
8767,2.0,16500000,15714.285714285714,5,216,Mumbai,Magathane
8768,2.0,20500000,17826.08695652174,5,216,Mumbai,Magathane
8769,3.0,19000000,16521.739130434784,5,305,Mumbai,Rajendra Nagar
8770,2.0,20500000,19523.809523809523,5,216,Mumbai,Magathane
8771,1.0,9800000,16752.136752136754,5,216,Mumbai,Magathane
8772,1.0,9800000,16752.136752136754,5,216,Mumbai,Magathane
8773,2.0,21000000,16800.0,5,216,Mumbai,Magathane
8774,2.0,14500000,15263.157894736842,5,208,Mumbai,Kulupwadi
8775,2.0,16500000,15714.285714285714,5,85,Mumbai,Dattapada
8776,2.0,18000000,17142.85714285714,5,85,Mumbai,Dattapada
8777,2.0,21000000,16800.0,5,216,Mumbai,Magathane
8778,2.0,15000000,14285.714285714286,5,85,Mumbai,Dattapada
8779,3.0,29000000,17575.757575757576,5,216,Mumbai,Magathane
8780,3.0,29000000,17575.757575757576,5,216,Mumbai,Magathane
8781,2.0,16500000,15714.285714285714,5,216,Mumbai,Magathane
8782,3.0,28200000,24102.5641025641,5,172,Mumbai,Kandivali East
8783,3.0,26400000,26035.50295857988,5,172,Mumbai,Kandivali East
8784,2.0,16800000,21989.52879581152,5,172,Mumbai,Kandivali East
8785,2.0,18600000,22682.926829268294,5,172,Mumbai,Kandivali East
8786,2.0,17500000,16666.666666666668,5,216,Mumbai,Magathane
8787,3.0,26000000,19259.25925925926,5,317,Mumbai,Samata Nagar Thakur Village
8788,3.0,28000000,20740.74074074074,5,317,Mumbai,Samata Nagar Thakur Village
8789,2.0,16000000,11851.851851851852,5,336,Mumbai,Sector 17 Ulwe
8790,3.0,17000000,9659.09090909091,5,196,Mumbai,Kopar Khairane Sector 19A
8791,1.0,7500000,10344.827586206897,5,197,Mumbai,Koparkhairane Station Road
8792,3.0,23000000,17692.30769230769,5,174,Mumbai,Kanjurmarg
8793,1.0,10900000,16666.666666666668,5,235,Mumbai,Mira Road and Beyond
8794,1.0,7400000,18500.0,5,235,Mumbai,Mira Road and Beyond
8795,1.0,7300000,16222.222222222223,5,235,Mumbai,Mira Road and Beyond
8796,2.0,17600000,16000.0,5,434,Mumbai,West Amardeep Colony
8797,1.0,7500000,19480.51948051948,5,275,Mumbai,Pant Nagar
8798,3.0,36100000,26820.208023774147,5,451,Mumbai,mumbai
8799,2.0,6000000,7407.407407407408,5,235,Mumbai,Mira Road and Beyond
8800,2.0,4200000,6000.0,5,235,Mumbai,Mira Road and Beyond
8801,3.0,9800000,6916.019760056457,5,235,Mumbai,Mira Road and Beyond
8802,2.0,3500000,4469.987228607918,5,235,Mumbai,Mira Road and Beyond
8803,1.0,5800000,7532.467532467533,5,235,Mumbai,Mira Road and Beyond
8804,1.0,2700000,6750.0,5,235,Mumbai,Mira Road and Beyond
8805,2.0,4200000,5600.0,5,235,Mumbai,Mira Road and Beyond
8806,2.0,6400000,5423.728813559322,5,235,Mumbai,Mira Road and Beyond
8807,1.0,3500000,6194.690265486725,5,235,Mumbai,Mira Road and Beyond
8808,2.0,9500000,11176.470588235294,5,105,Mumbai,Four Bungalows
8809,1.0,7000000,15555.555555555555,5,105,Mumbai,Four Bungalows
8810,2.0,17500000,18421.052631578947,5,85,Mumbai,Dattapada
8811,3.0,19500000,15600.0,5,85,Mumbai,Dattapada
8812,3.0,26000000,19259.25925925926,5,454,Mumbai,no 9
8813,3.0,19500000,16250.0,5,85,Mumbai,Dattapada
8814,2.0,16000000,18823.529411764706,5,85,Mumbai,Dattapada
8815,3.0,19000000,14074.074074074075,5,305,Mumbai,Rajendra Nagar
8816,3.0,27000000,16363.636363636364,5,216,Mumbai,Magathane
8817,3.0,27000000,16363.636363636364,5,216,Mumbai,Magathane
8818,3.0,18000000,13333.333333333334,5,305,Mumbai,Rajendra Nagar
8819,2.0,20500000,17826.08695652174,5,216,Mumbai,Magathane
8820,3.0,26500000,18275.862068965518,5,216,Mumbai,Magathane
8821,3.0,18500000,13703.703703703704,5,216,Mumbai,Magathane
8822,3.0,20000000,16000.0,5,216,Mumbai,Magathane
8823,3.0,19100000,17363.636363636364,5,305,Mumbai,Rajendra Nagar
8824,3.0,30000000,20689.655172413793,5,216,Mumbai,Magathane
8825,2.0,22500000,20454.545454545456,5,216,Mumbai,Magathane
8826,2.0,12000000,21428.571428571428,5,172,Mumbai,Kandivali East
8827,2.0,12000000,12000.0,5,449,Mumbai,kolshet
8828,3.0,28000000,17721.518987341773,5,133,Mumbai,Hiranandani Meadows
8829,3.0,21500000,15985.130111524164,5,133,Mumbai,Hiranandani Meadows
8830,1.0,2170000,4297.029702970297,5,33,Mumbai,Badlapur
8831,2.0,19500000,15918.367346938776,5,165,Mumbai,Kalpataru
8832,2.0,9000000,8771.929824561403,5,449,Mumbai,kolshet
8833,2.0,3500000,3888.8888888888887,5,403,Mumbai,Thane
8834,2.0,9500000,11150.234741784037,5,184,Mumbai,Kharghar
8835,2.0,13000000,11235.955056179775,5,404,Mumbai,Thane West
8836,2.0,16000000,18306.636155606408,5,222,Mumbai,Malad West
8837,2.0,35000000,36119.71104231166,5,182,Mumbai,Khar
8838,2.0,34800000,36631.57894736842,5,182,Mumbai,Khar
8839,2.0,7900000,7085.201793721973,5,456,Mumbai,taloja panchanand
8840,1.0,4700000,6811.594202898551,5,456,Mumbai,taloja panchanand
8841,1.0,3800000,9004.73933649289,5,286,Mumbai,Petali
8842,2.0,9800000,10470.08547008547,5,449,Mumbai,kolshet
8843,1.0,5900000,10243.055555555555,5,449,Mumbai,kolshet
8844,1.0,11299999,18833.331666666665,5,62,Mumbai,Borivali East
8845,2.0,15500000,17089.30540242558,5,62,Mumbai,Borivali East
8846,2.0,8725000,7425.531914893617,5,170,Mumbai,Kamothe
8848,1.0,6800000,12523.020257826887,5,55,Mumbai,Bhandup West
8849,3.0,31000000,24467.2454617206,5,432,Mumbai,Wadala
8850,3.0,40000000,23054.755043227666,5,432,Mumbai,Wadala
8851,4.0,58500000,17155.42521994135,5,111,Mumbai,Ghatkopar East
8854,1.0,6500000,11484.098939929328,5,80,Mumbai,Dahisar
8855,3.0,21500000,16412.213740458013,5,222,Mumbai,Malad West
8856,1.0,6400000,12648.221343873518,5,458,Mumbai,vasant vihar thane west
8857,1.0,6400000,12573.673870333989,5,404,Mumbai,Thane West
8860,4.0,29500000,12215.320910973085,5,172,Mumbai,Kandivali East
8863,1.0,2800000,4307.692307692308,5,427,Mumbai,Virar
8864,2.0,8000000,9756.09756097561,5,234,Mumbai,Mira Road East
8865,1.0,6000000,9230.76923076923,5,234,Mumbai,Mira Road East
8866,1.0,4800000,6857.142857142857,5,234,Mumbai,Mira Road East
8867,3.0,17500000,10937.5,5,184,Mumbai,Kharghar
8868,2.0,10000000,8771.929824561403,5,184,Mumbai,Kharghar
8869,3.0,16500000,10985.352862849533,5,184,Mumbai,Kharghar
8870,3.0,17500000,10937.5,5,184,Mumbai,Kharghar
8871,1.0,4800000,7384.615384615385,5,184,Mumbai,Kharghar
8872,3.0,14000000,8750.0,5,184,Mumbai,Kharghar
8873,2.0,10000000,8771.929824561403,5,184,Mumbai,Kharghar
8874,2.0,10000000,7547.169811320755,5,184,Mumbai,Kharghar
8875,3.0,12500000,7246.376811594203,5,184,Mumbai,Kharghar
8876,2.0,13500000,10748.407643312103,5,184,Mumbai,Kharghar
8877,3.0,16500000,10312.5,5,184,Mumbai,Kharghar
8878,3.0,16500000,10312.5,5,184,Mumbai,Kharghar
8879,3.0,21000000,10344.827586206897,5,184,Mumbai,Kharghar
8880,3.0,12500000,7246.376811594203,5,184,Mumbai,Kharghar
8881,3.0,16000000,9523.809523809523,5,184,Mumbai,Kharghar
8882,3.0,17000000,9392.265193370165,5,184,Mumbai,Kharghar
8883,2.0,10000000,7547.169811320755,5,184,Mumbai,Kharghar
8884,3.0,12500000,7246.376811594203,5,184,Mumbai,Kharghar
8885,2.0,9500000,7851.239669421488,5,184,Mumbai,Kharghar
8886,4.0,31100000,9496.18320610687,5,184,Mumbai,Kharghar
8887,3.0,16000000,9523.809523809523,5,184,Mumbai,Kharghar
8888,3.0,17000000,9392.265193370165,5,184,Mumbai,Kharghar
8889,2.0,10000000,7547.169811320755,5,184,Mumbai,Kharghar
8890,3.0,12500000,7246.376811594203,5,184,Mumbai,Kharghar
8891,2.0,9500000,7851.239669421488,5,184,Mumbai,Kharghar
8892,4.0,31100000,9496.18320610687,5,184,Mumbai,Kharghar
8893,4.0,30400000,9485.179407176287,5,184,Mumbai,Kharghar
8894,2.0,12300000,9425.28735632184,5,184,Mumbai,Kharghar
8895,2.0,11600000,9430.894308943089,5,184,Mumbai,Kharghar
8896,3.0,16000000,9275.36231884058,5,184,Mumbai,Kharghar
8897,2.0,9600000,7933.884297520661,5,184,Mumbai,Kharghar
8898,3.0,16500000,9939.759036144578,5,184,Mumbai,Kharghar
8899,3.0,18500000,10882.35294117647,5,184,Mumbai,Kharghar
8900,2.0,15500000,13716.814159292035,5,184,Mumbai,Kharghar
8901,3.0,17900000,9889.502762430939,5,184,Mumbai,Kharghar
8902,4.0,30400000,9485.179407176287,5,184,Mumbai,Kharghar
8903,3.0,13300000,8974.358974358975,5,184,Mumbai,Kharghar
8904,4.0,28000000,14814.814814814816,5,172,Mumbai,Kandivali East
8905,1.0,8500000,17561.98347107438,5,174,Mumbai,Kanjurmarg
8906,3.0,180000000,81818.18181818182,5,447,Mumbai,juhu tara
8907,1.0,3000000,9375.0,5,235,Mumbai,Mira Road and Beyond
8908,3.0,29400000,18170.580964153276,5,118,Mumbai,Goregaon East
8909,3.0,31000000,21016.949152542373,5,172,Mumbai,Kandivali East
8910,3.0,24500000,18148.14814814815,5,172,Mumbai,Kandivali East
8911,2.0,22000000,16923.076923076922,5,63,Mumbai,Borivali West
8912,2.0,16000000,16494.845360824744,5,222,Mumbai,Malad West
8913,3.0,17500000,11666.666666666666,5,173,Mumbai,Kandivali West
8914,3.0,31500000,17637.178051511757,5,172,Mumbai,Kandivali East
8915,3.0,26500000,17666.666666666668,5,173,Mumbai,Kandivali West
8916,4.0,47000000,24479.166666666668,5,172,Mumbai,Kandivali East
8917,2.0,21000000,15555.555555555555,5,172,Mumbai,Kandivali East
8919,3.0,100000000,50000.0,5,282,Mumbai,Peddar Road
8920,2.0,13500000,21093.75,5,55,Mumbai,Bhandup West
8921,1.0,5500000,10784.313725490196,5,55,Mumbai,Bhandup West
8922,1.0,4500000,6923.076923076923,5,413,Mumbai,Ulwe
8923,2.0,16500000,14042.553191489362,5,273,Mumbai,Palm Beach
8924,1.0,4800000,7261.724659606656,5,234,Mumbai,Mira Road East
8925,3.0,21500000,14333.333333333334,5,119,Mumbai,Goregaon West
8926,5.0,360000000,65741.41709276845,5,211,Mumbai,Lower Parel
8927,1.0,5500000,8885.29886914378,5,346,Mumbai,Sector 21 Kamothe
8928,1.0,5600000,9046.849757673666,5,346,Mumbai,Sector 21 Kamothe
8929,2.0,9500000,7600.0,5,346,Mumbai,Sector 21 Kamothe
8930,2.0,7600000,6909.090909090909,5,341,Mumbai,Sector 19 Kharghar
8931,2.0,7400000,6851.851851851852,5,344,Mumbai,Sector 20 Kharghar
8932,2.0,7000000,6481.481481481482,5,344,Mumbai,Sector 20 Kharghar
8933,1.0,5000000,7692.307692307692,5,344,Mumbai,Sector 20 Kharghar
8934,2.0,6400000,6918.918918918919,5,324,Mumbai,Sector 10
8935,3.0,8500000,7083.333333333333,5,344,Mumbai,Sector 20 Kharghar
8936,2.0,8700000,7500.0,5,340,Mumbai,Sector 19 Kamothe
8937,2.0,8200000,8159.203980099503,5,276,Mumbai,Panvel
8938,2.0,6500000,5179.282868525896,5,170,Mumbai,Kamothe
8939,2.0,8300000,6608.28025477707,5,343,Mumbai,Sector 20 Kamothe
8940,3.0,21500000,14333.333333333334,5,119,Mumbai,Goregaon West
8941,5.0,360000000,65741.41709276845,5,211,Mumbai,Lower Parel
