,No. of Bedrooms,price_lack,price_per_square,city_Encoded,location_Encoded,cities,locations
8942,2.0,18500000,16086.95652173913,5,408,Mumbai,Tilak Nagar
8943,2.0,9350000,7564.724919093851,5,170,Mumbai,Kamothe
8944,3.0,10000000,5882.35294117647,5,170,Mumbai,Kamothe
8945,2.0,7000000,6979.062811565304,5,170,Mumbai,Kamothe
8946,2.0,5800000,5800.0,5,170,Mumbai,Kamothe
8947,1.0,4800000,7350.689127105667,5,170,Mumbai,Kamothe
8948,3.0,11000000,6984.126984126984,5,170,Mumbai,Kamothe
8949,2.0,8500000,7805.325987144169,5,170,Mumbai,Kamothe
8950,2.0,48000000,37037.03703703704,5,420,Mumbai,Vasai
8951,3.0,72500000,35998.01390268123,5,112,Mumbai,Ghatkopar West
8952,2.0,70000000,46573.51962741184,5,397,Mumbai,Tardeo
8953,4.0,175000000,91960.06305832896,5,404,Mumbai,Thane West
8954,4.0,120000000,33333.333333333336,5,441,Mumbai,Worli
8955,3.0,75000000,43962.48534583822,5,217,Mumbai,Mahalaxmi
8956,1.0,4500000,6923.076923076923,5,413,Mumbai,Ulwe
8957,2.0,16500000,14042.553191489362,5,273,Mumbai,Palm Beach
8958,1.0,4800000,7261.724659606656,5,234,Mumbai,Mira Road East
8959,3.0,21500000,14333.333333333334,5,119,Mumbai,Goregaon West
8960,5.0,360000000,65741.41709276845,5,211,Mumbai,Lower Parel
8961,2.0,18500000,16086.95652173913,5,408,Mumbai,Tilak Nagar
8962,2.0,9000000,8955.223880597016,5,404,Mumbai,Thane West
8963,3.0,7500000,6147.540983606557,5,169,Mumbai,Kalyan West
8964,1.0,11000000,18333.333333333332,5,62,Mumbai,Borivali East
8965,3.0,22500000,18923.465096719934,5,62,Mumbai,Borivali East
8966,2.0,14500000,14500.0,5,83,Mumbai,Dahisar West
8968,2.0,13000000,11818.181818181818,5,260,Mumbai,Nerul
8969,1.0,6500000,10000.0,5,260,Mumbai,Nerul
8970,1.0,7000000,17500.0,5,172,Mumbai,Kandivali East
8971,2.0,7800000,7393.364928909953,5,369,Mumbai,Sector-3 Ulwe
8972,1.0,5100000,7183.098591549296,5,369,Mumbai,Sector-3 Ulwe
8973,1.0,9000000,21582.733812949642,5,243,Mumbai,Mulund West
8974,2.0,21500000,19907.40740740741,5,62,Mumbai,Borivali East
8975,3.0,32000000,24615.384615384617,5,173,Mumbai,Kandivali West
8976,2.0,5300000,4818.181818181818,5,395,Mumbai,Taloja
8977,1.0,3800000,5149.051490514905,5,395,Mumbai,Taloja
8978,2.0,16000000,17777.777777777777,5,210,Mumbai,Link Road
8979,3.0,23000000,15333.333333333334,5,62,Mumbai,Borivali East
8980,2.0,16299999,18111.11,5,63,Mumbai,Borivali West
8981,2.0,20000000,22222.222222222223,5,127,Mumbai,Haridas Nagar
8983,3.0,18500000,15416.666666666666,5,394,Mumbai,TPS Road
8984,2.0,20500000,22777.777777777777,5,265,Mumbai,Off Shimpoli road
8985,1.0,12500000,24509.803921568626,5,432,Mumbai,Wadala
8986,3.0,40000000,23054.755043227666,5,432,Mumbai,Wadala
8987,1.0,11000000,16417.910447761195,5,63,Mumbai,Borivali West
8988,3.0,150000000,55350.553505535056,5,217,Mumbai,Mahalaxmi
8989,1.0,19500000,24375.0,5,441,Mumbai,Worli
8990,2.0,55000000,39625.36023054755,5,211,Mumbai,Lower Parel
8991,2.0,45000000,40909.09090909091,5,441,Mumbai,Worli
8992,4.0,400000000,109950.52226498075,5,441,Mumbai,Worli
8993,3.0,70000000,41176.470588235294,5,441,Mumbai,Worli
8994,3.0,85000000,50000.0,5,293,Mumbai,Prabhadevi
8995,4.0,35000000,14285.714285714286,5,172,Mumbai,Kandivali East
8996,3.0,18000000,15450.643776824034,5,172,Mumbai,Kandivali East
8997,2.0,11200000,10926.829268292682,5,184,Mumbai,Kharghar
8998,2.0,7500000,8333.333333333334,5,393,Mumbai,Sunil Nagar
8999,1.0,4500000,7462.686567164179,5,353,Mumbai,Sector 30 Kharghar
9000,2.0,13500000,10074.626865671642,5,341,Mumbai,Sector 19 Kharghar
9001,2.0,16000000,10322.58064516129,5,324,Mumbai,Sector 10
9002,2.0,11000000,9482.758620689656,5,324,Mumbai,Sector 10
9003,1.0,6500000,10000.0,5,344,Mumbai,Sector 20 Kharghar
9004,1.0,5600000,9180.327868852459,5,344,Mumbai,Sector 20 Kharghar
9005,1.0,7200000,8372.093023255815,5,324,Mumbai,Sector 10
9006,1.0,5500000,8593.75,5,344,Mumbai,Sector 20 Kharghar
9007,1.0,6000000,10714.285714285714,5,335,Mumbai,Sector 15 Kharghar
9008,2.0,13200000,10476.190476190477,5,329,Mumbai,Sector 12 A
9009,1.0,6000000,7058.823529411765,5,341,Mumbai,Sector 19 Kharghar
9010,2.0,11500000,10502.28310502283,5,337,Mumbai,Sector 18
9011,3.0,15000000,10000.0,5,337,Mumbai,Sector 18
9012,1.0,5600000,8818.897637795275,5,341,Mumbai,Sector 19 Kharghar
9013,2.0,12700000,10151.878497202239,5,334,Mumbai,Sector 15
9014,2.0,9500000,8920.18779342723,5,354,Mumbai,Sector 35G
9015,2.0,14000000,10606.060606060606,5,337,Mumbai,Sector 18
9016,2.0,10500000,9242.957746478873,5,358,Mumbai,Sector 5
9017,2.0,9900000,8800.0,5,324,Mumbai,Sector 10
9018,2.0,10000000,9107.468123861567,5,341,Mumbai,Sector 19 Kharghar
9019,2.0,13000000,10000.0,5,344,Mumbai,Sector 20 Kharghar
9020,1.0,7800000,10612.244897959185,5,355,Mumbai,Sector 35I Kharghar
9021,2.0,9800000,8990.825688073395,5,355,Mumbai,Sector 35I Kharghar
9022,1.0,4500000,5625.0,5,353,Mumbai,Sector 30 Kharghar
9023,3.0,15000000,11538.461538461539,5,331,Mumbai,Sector 12 Kharghar
9024,1.0,5300000,9464.285714285714,5,344,Mumbai,Sector 20 Kharghar
9025,3.0,16000000,11428.57142857143,5,344,Mumbai,Sector 20 Kharghar
9026,2.0,11100000,9937.332139659804,5,344,Mumbai,Sector 20 Kharghar
9027,2.0,12700000,11288.888888888889,5,334,Mumbai,Sector 15
9028,2.0,11000000,10000.0,5,344,Mumbai,Sector 20 Kharghar
9029,1.0,6500000,9629.62962962963,5,341,Mumbai,Sector 19 Kharghar
9030,2.0,13000000,10000.0,5,344,Mumbai,Sector 20 Kharghar
9031,1.0,5500000,8593.75,5,344,Mumbai,Sector 20 Kharghar
9032,1.0,7200000,8372.093023255815,5,324,Mumbai,Sector 10
9033,1.0,6000000,10714.285714285714,5,334,Mumbai,Sector 15
9034,1.0,5500000,8461.538461538461,5,352,Mumbai,Sector 30
9035,2.0,10500000,9767.441860465116,5,354,Mumbai,Sector 35G
9036,1.0,7000000,9523.809523809523,5,355,Mumbai,Sector 35I Kharghar
9037,1.0,4600000,7666.666666666667,5,356,Mumbai,Sector 36 Kharghar
9038,2.0,8000000,8000.0,5,344,Mumbai,Sector 20 Kharghar
9039,2.0,10600000,9906.542056074766,5,324,Mumbai,Sector 10
9040,2.0,11500000,9729.27241962775,5,327,Mumbai,Sector 11 Belapur
9041,2.0,10500000,11525.795828759605,5,344,Mumbai,Sector 20 Kharghar
9042,2.0,11100000,9937.332139659804,5,344,Mumbai,Sector 20 Kharghar
9043,2.0,12700000,11288.888888888889,5,335,Mumbai,Sector 15 Kharghar
9044,2.0,9900000,9658.536585365853,5,370,Mumbai,Sector-34B Kharghar
9045,1.0,3800000,6846.846846846847,5,91,Mumbai,Dombivali East
9046,1.0,3600000,6000.0,5,91,Mumbai,Dombivali East
9047,1.0,3700000,6727.272727272727,5,91,Mumbai,Dombivali East
9048,1.0,3000000,5000.0,5,91,Mumbai,Dombivali East
9049,3.0,7600000,8000.0,5,91,Mumbai,Dombivali East
9050,2.0,12700000,10151.878497202239,5,334,Mumbai,Sector 15
9051,2.0,9500000,8920.18779342723,5,354,Mumbai,Sector 35G
9052,2.0,14000000,10606.060606060606,5,337,Mumbai,Sector 18
9053,2.0,10500000,9242.957746478873,5,358,Mumbai,Sector 5
9054,2.0,9900000,8800.0,5,324,Mumbai,Sector 10
9055,2.0,10000000,9107.468123861567,5,341,Mumbai,Sector 19 Kharghar
9056,2.0,13000000,10000.0,5,344,Mumbai,Sector 20 Kharghar
9057,1.0,7800000,10612.244897959185,5,355,Mumbai,Sector 35I Kharghar
9058,2.0,9800000,8990.825688073395,5,355,Mumbai,Sector 35I Kharghar
9059,1.0,4500000,5625.0,5,353,Mumbai,Sector 30 Kharghar
9060,3.0,15000000,11538.461538461539,5,331,Mumbai,Sector 12 Kharghar
9061,1.0,5300000,9464.285714285714,5,344,Mumbai,Sector 20 Kharghar
9062,3.0,16000000,11428.57142857143,5,344,Mumbai,Sector 20 Kharghar
9063,2.0,11100000,9937.332139659804,5,344,Mumbai,Sector 20 Kharghar
9064,2.0,12700000,11288.888888888889,5,334,Mumbai,Sector 15
9065,2.0,11000000,10000.0,5,344,Mumbai,Sector 20 Kharghar
9066,1.0,7200000,8372.093023255815,5,324,Mumbai,Sector 10
9067,1.0,6000000,10714.285714285714,5,334,Mumbai,Sector 15
9068,1.0,5500000,8461.538461538461,5,352,Mumbai,Sector 30
9069,2.0,10500000,9767.441860465116,5,354,Mumbai,Sector 35G
9070,1.0,7000000,9523.809523809523,5,355,Mumbai,Sector 35I Kharghar
9071,1.0,4600000,7666.666666666667,5,356,Mumbai,Sector 36 Kharghar
9072,2.0,8000000,8000.0,5,344,Mumbai,Sector 20 Kharghar
9073,2.0,10600000,9906.542056074766,5,324,Mumbai,Sector 10
9074,2.0,11500000,9729.27241962775,5,327,Mumbai,Sector 11 Belapur
9075,2.0,10500000,11525.795828759605,5,344,Mumbai,Sector 20 Kharghar
9076,2.0,11100000,9937.332139659804,5,344,Mumbai,Sector 20 Kharghar
9077,2.0,12700000,11288.888888888889,5,335,Mumbai,Sector 15 Kharghar
9078,2.0,9900000,9658.536585365853,5,370,Mumbai,Sector-34B Kharghar
9079,1.0,3800000,6846.846846846847,5,91,Mumbai,Dombivali East
9080,1.0,3600000,6000.0,5,91,Mumbai,Dombivali East
9081,1.0,3700000,6727.272727272727,5,91,Mumbai,Dombivali East
9082,1.0,3000000,5000.0,5,91,Mumbai,Dombivali East
9083,3.0,7600000,8000.0,5,91,Mumbai,Dombivali East
9084,3.0,33000000,22418.478260869564,5,173,Mumbai,Kandivali West
9085,1.0,2100000,5675.675675675676,5,428,Mumbai,Virar East
9086,1.0,8000000,11188.811188811189,5,260,Mumbai,Nerul
9087,3.0,21000000,11857.707509881422,5,311,Mumbai,Roadpali
9088,3.0,25500000,15454.545454545454,5,119,Mumbai,Goregaon West
9090,1.0,5500000,7971.014492753623,5,413,Mumbai,Ulwe
9092,2.0,8000000,9876.543209876543,5,244,Mumbai,Mumbai Highway
9093,2.0,8500000,8500.0,5,356,Mumbai,Sector 36 Kharghar
9095,1.0,6990000,14778.01268498943,5,404,Mumbai,Thane West
9097,2.0,14000000,13779.527559055117,5,338,Mumbai,Sector 18 Kharghar
9099,2.0,13000000,10077.519379844962,5,338,Mumbai,Sector 18 Kharghar
9100,2.0,11500000,9372.453137734312,5,355,Mumbai,Sector 35I Kharghar
9101,3.0,17500000,10736.196319018405,5,363,Mumbai,Sector 7 Kharghar
9102,2.0,14000000,11666.666666666666,5,338,Mumbai,Sector 18 Kharghar
9104,3.0,19000000,12666.666666666666,5,244,Mumbai,Mumbai Highway
9105,3.0,70000000,41176.470588235294,5,441,Mumbai,Worli
9106,3.0,85000000,50000.0,5,293,Mumbai,Prabhadevi
9107,3.0,85000000,42500.0,5,441,Mumbai,Worli
9108,3.0,85000000,50000.0,5,293,Mumbai,Prabhadevi
9109,1.0,8200000,15619.047619047618,5,172,Mumbai,Kandivali East
9110,1.0,12000000,22222.222222222223,5,63,Mumbai,Borivali West
9111,1.0,2800000,5333.333333333333,5,276,Mumbai,Panvel
9112,3.0,29000000,21481.48148148148,5,110,Mumbai,Ghatkopar
9113,2.0,11000000,9725.906277630416,5,184,Mumbai,Kharghar
9114,3.0,9500000,6785.714285714285,5,184,Mumbai,Kharghar
9115,2.0,6500000,8125.0,5,184,Mumbai,Kharghar
9116,1.0,3700000,7400.0,5,184,Mumbai,Kharghar
9118,2.0,12000000,11428.57142857143,5,16,Mumbai,Andheri East
9119,3.0,8500000,6938.775510204082,5,15,Mumbai,Andheri
9120,2.0,18000000,16363.636363636364,5,15,Mumbai,Andheri
9121,3.0,25000000,17857.14285714286,5,118,Mumbai,Goregaon East
9122,2.0,14000000,14000.0,5,15,Mumbai,Andheri
9123,3.0,30000000,20270.27027027027,5,15,Mumbai,Andheri
9124,2.0,9500000,8260.869565217392,5,184,Mumbai,Kharghar
9125,2.0,9900000,8608.695652173914,5,184,Mumbai,Kharghar
9126,3.0,18500000,10882.35294117647,5,184,Mumbai,Kharghar
9127,2.0,8200000,8078.817733990148,5,184,Mumbai,Kharghar
9128,2.0,9300000,8086.95652173913,5,184,Mumbai,Kharghar
9129,1.0,5800000,7733.333333333333,5,184,Mumbai,Kharghar
9130,3.0,14200000,7888.888888888889,5,184,Mumbai,Kharghar
9131,3.0,15500000,9657.320872274144,5,184,Mumbai,Kharghar
9132,2.0,7900000,7596.153846153846,5,184,Mumbai,Kharghar
9133,3.0,10500000,6645.569620253164,5,184,Mumbai,Kharghar
9134,2.0,11000000,8764.940239043824,5,184,Mumbai,Kharghar
9135,1.0,5300000,8030.30303030303,5,184,Mumbai,Kharghar
9136,3.0,10100000,6392.405063291139,5,184,Mumbai,Kharghar
9137,2.0,10000000,9090.90909090909,5,184,Mumbai,Kharghar
9138,2.0,13000000,11304.347826086956,5,184,Mumbai,Kharghar
9139,2.0,11399999,10061.781994704324,5,276,Mumbai,Panvel
9140,3.0,31500000,22136.33169360506,5,62,Mumbai,Borivali East
9143,1.0,10000000,22727.272727272728,5,74,Mumbai,Chembur
9145,1.0,9200000,12266.666666666666,5,222,Mumbai,Malad West
9146,3.0,29000000,27619.04761904762,5,379,Mumbai,Shastri Nagar
9147,3.0,56000000,25454.545454545456,5,433,Mumbai,Wadala East Wadala
9148,1.0,15500000,25833.333333333332,5,277,Mumbai,Parel
9149,1.0,8000000,12500.0,5,404,Mumbai,Thane West
9150,1.0,7200000,10958.90410958904,5,404,Mumbai,Thane West
9151,1.0,7500000,13636.363636363636,5,404,Mumbai,Thane West
9152,3.0,18000000,13750.954927425515,5,404,Mumbai,Thane West
9153,3.0,16200000,8756.756756756757,5,184,Mumbai,Kharghar
9154,1.0,15500000,22794.117647058825,5,433,Mumbai,Wadala East Wadala
9155,2.0,15000000,17045.454545454544,5,433,Mumbai,Wadala East Wadala
9156,2.0,15000000,17045.454545454544,5,433,Mumbai,Wadala East Wadala
9157,1.0,14000000,20289.855072463768,5,433,Mumbai,Wadala East Wadala
9158,1.0,13500000,14210.526315789473,5,433,Mumbai,Wadala East Wadala
9159,3.0,23000000,24864.864864864863,5,127,Mumbai,Haridas Nagar
9160,1.0,7500000,11538.461538461539,5,166,Mumbai,Kalwa
9161,2.0,9000000,9090.90909090909,5,267,Mumbai,PARSIK NAGAR
9164,2.0,19000000,18095.238095238095,5,280,Mumbai,Patlipada
9165,2.0,15000000,17045.454545454544,5,433,Mumbai,Wadala East Wadala
9166,2.0,15000000,17045.454545454544,5,433,Mumbai,Wadala East Wadala
9167,1.0,14000000,20289.855072463768,5,433,Mumbai,Wadala East Wadala
9168,1.0,13500000,14210.526315789473,5,433,Mumbai,Wadala East Wadala
9169,3.0,56000000,25454.545454545456,5,433,Mumbai,Wadala East Wadala
9170,3.0,23000000,24864.864864864863,5,127,Mumbai,Haridas Nagar
9171,2.0,11100000,16946.564885496184,5,16,Mumbai,Andheri East
9172,3.0,52500000,45891.60839160839,5,321,Mumbai,Santacruz West
9173,2.0,9500000,7916.666666666667,5,451,Mumbai,mumbai
9174,2.0,13500000,12857.142857142857,5,52,Mumbai,Belapur
9175,2.0,18000000,13483.14606741573,5,52,Mumbai,Belapur
9176,2.0,12600000,10956.521739130434,5,365,Mumbai,Sector-12 Kamothe
9177,2.0,12600000,10956.521739130434,5,365,Mumbai,Sector-12 Kamothe
9178,2.0,12600000,10956.521739130434,5,365,Mumbai,Sector-12 Kamothe
9179,3.0,38000000,17924.528301886792,5,260,Mumbai,Nerul
9180,2.0,12600000,10956.521739130434,5,331,Mumbai,Sector 12 Kharghar
9181,3.0,25000000,12820.51282051282,5,260,Mumbai,Nerul
9182,2.0,17100000,14869.565217391304,5,323,Mumbai,Seawoods
9183,2.0,17100000,15545.454545454546,5,323,Mumbai,Seawoods
9184,5.0,92500000,34644.19475655431,5,277,Mumbai,Parel
9185,1.0,7500000,13392.857142857143,5,404,Mumbai,Thane West
9186,2.0,16500000,14150.943396226416,5,220,Mumbai,Majiwada
9187,1.0,7500000,11538.461538461539,5,166,Mumbai,Kalwa
9188,2.0,9000000,9090.90909090909,5,267,Mumbai,PARSIK NAGAR
9191,2.0,19000000,18095.238095238095,5,280,Mumbai,Patlipada
9192,1.0,7500000,11538.461538461539,5,166,Mumbai,Kalwa
9193,1.0,5500000,9166.666666666666,5,166,Mumbai,Kalwa
9194,1.0,5500000,9482.758620689656,5,166,Mumbai,Kalwa
9195,1.0,5600000,8888.888888888889,5,166,Mumbai,Kalwa
9196,1.0,6000000,9677.41935483871,5,166,Mumbai,Kalwa
9197,2.0,9500000,8996.212121212122,5,166,Mumbai,Kalwa
9198,2.0,18000000,26666.666666666668,5,0,Mumbai,4 Bunglows
9199,2.0,28000000,38356.16438356164,5,451,Mumbai,mumbai
9201,1.0,17500000,26923.076923076922,5,15,Mumbai,Andheri
9202,1.0,6200000,15500.0,5,4,Mumbai,Airoli
9203,2.0,9500000,9500.0,5,4,Mumbai,Airoli
9204,2.0,12200000,18074.074074074073,5,192,Mumbai,Kolshet Road
9205,2.0,12400000,18397.626112759644,5,192,Mumbai,Kolshet Road
9206,3.0,28400000,16387.766878245817,5,404,Mumbai,Thane West
9207,2.0,12400000,18424.962852897475,5,192,Mumbai,Kolshet Road
9208,2.0,12100000,17536.231884057972,5,192,Mumbai,Kolshet Road
9209,4.0,28400000,16387.766878245817,5,404,Mumbai,Thane West
9210,3.0,14000000,9150.32679738562,5,326,Mumbai,Sector 10 Khanda Colony
9211,2.0,13200000,17187.5,5,289,Mumbai,Pokharan Road
9212,1.0,6656000,13639.344262295082,5,183,Mumbai,Kharegaon
9213,2.0,9750000,13713.08016877637,5,166,Mumbai,Kalwa
9214,1.0,5300000,9464.285714285714,5,166,Mumbai,Kalwa
9216,2.0,13200000,17187.5,5,290,Mumbai,Pokhran 2
9217,1.0,6656000,13639.344262295082,5,166,Mumbai,Kalwa
9218,2.0,9750000,13713.08016877637,5,166,Mumbai,Kalwa
9219,1.0,5300000,9464.285714285714,5,166,Mumbai,Kalwa
9220,2.0,9250000,12012.987012987012,5,166,Mumbai,Kalwa
9221,2.0,20099999,17554.58427947598,5,166,Mumbai,Kalwa
9222,3.0,16500000,13200.0,5,404,Mumbai,Thane West
9223,2.0,17100000,15545.454545454546,5,323,Mumbai,Seawoods
9224,2.0,9500000,9452.73631840796,5,74,Mumbai,Chembur
9225,1.0,7500000,9907.529722589168,5,74,Mumbai,Chembur
9226,2.0,9500000,9452.73631840796,5,75,Mumbai,Chembur East
9227,1.0,7500000,9907.529722589168,5,75,Mumbai,Chembur East
9228,2.0,12000000,12539.184952978056,5,110,Mumbai,Ghatkopar
9229,3.0,37500000,17084.282460136674,5,117,Mumbai,Goregaon
9230,3.0,41500000,18906.605922551254,5,117,Mumbai,Goregaon
9231,4.0,48000000,14860.681114551084,5,117,Mumbai,Goregaon
9233,1.0,10000000,13333.333333333334,5,156,Mumbai,Jogeshwari West
9234,1.0,8500000,11333.333333333334,5,156,Mumbai,Jogeshwari West
9235,2.0,16000000,21333.333333333332,5,156,Mumbai,Jogeshwari West
9236,1.0,8500000,14529.91452991453,5,156,Mumbai,Jogeshwari West
9237,1.0,10500000,14000.0,5,156,Mumbai,Jogeshwari West
9238,1.0,11000000,14666.666666666666,5,156,Mumbai,Jogeshwari West
9239,3.0,24500000,14848.484848484848,5,404,Mumbai,Thane West
9240,2.0,11299999,12555.554444444444,5,118,Mumbai,Goregaon East
9241,1.0,5700000,9193.548387096775,5,234,Mumbai,Mira Road East
9242,2.0,13200000,14117.64705882353,5,222,Mumbai,Malad West
9243,2.0,4700000,5310.734463276836,5,292,Mumbai,Powai Lake
9244,1.0,2900000,4142.857142857143,5,292,Mumbai,Powai Lake
9245,2.0,24800000,25887.265135699374,5,433,Mumbai,Wadala East Wadala
9246,2.0,28500000,28585.757271815448,5,17,Mumbai,Andheri West
9247,1.0,10000000,18315.018315018315,5,119,Mumbai,Goregaon West
9248,3.0,55000000,28205.128205128207,5,17,Mumbai,Andheri West
9249,1.0,2300000,4791.666666666667,5,92,Mumbai,Dombivli (West)
9250,1.0,13600000,22666.666666666668,5,78,Mumbai,DN Nagar Road
9251,1.0,13600000,22666.666666666668,5,78,Mumbai,DN Nagar Road
9252,2.0,5200000,9737.827715355805,5,114,Mumbai,Godrej Hill
9253,2.0,21000000,28767.12328767123,5,109,Mumbai,Ganesh Nagar
9254,1.0,3300000,9649.122807017544,5,114,Mumbai,Godrej Hill
9255,2.0,5545000,6147.450110864745,5,129,Mumbai,Haware City
9256,2.0,5556000,6159.645232815965,5,129,Mumbai,Haware City
9257,3.0,7311000,6362.924281984334,5,129,Mumbai,Haware City
9258,3.0,24000000,19200.0,5,218,Mumbai,Mahatma Gandhi Road
9260,2.0,4500000,6923.076923076923,5,420,Mumbai,Vasai
9261,1.0,6200000,9465.648854961832,5,234,Mumbai,Mira Road East
9262,1.0,4500000,6976.7441860465115,5,234,Mumbai,Mira Road East
9263,2.0,21000000,16406.25,5,221,Mumbai,Malad East
9264,2.0,21500000,16796.875,5,221,Mumbai,Malad East
9266,1.0,2399000,3869.3548387096776,5,35,Mumbai,Badlapur West
9267,1.0,3700000,8409.09090909091,5,234,Mumbai,Mira Road East
9269,1.0,3700000,8409.09090909091,5,234,Mumbai,Mira Road East
9270,1.0,3700000,8409.09090909091,5,234,Mumbai,Mira Road East
9271,1.0,3700000,8409.09090909091,5,234,Mumbai,Mira Road East
9272,2.0,12500000,16778.523489932886,5,172,Mumbai,Kandivali East
9276,1.0,3700000,8409.09090909091,5,234,Mumbai,Mira Road East
9280,2.0,15000000,18750.0,5,74,Mumbai,Chembur
9281,1.0,12500000,14236.902050113895,5,74,Mumbai,Chembur
9283,3.0,33000000,20000.0,5,248,Mumbai,Nahur
9284,1.0,2300000,3333.3333333333335,5,11,Mumbai,Ambernath East
9285,3.0,29000000,14795.918367346938,5,243,Mumbai,Mulund West
9286,2.0,8500000,8500.0,5,166,Mumbai,Kalwa
9287,1.0,6000000,10434.782608695652,5,404,Mumbai,Thane West
9288,3.0,60000000,24000.0,5,211,Mumbai,Lower Parel
9289,3.0,33000000,18333.333333333332,5,317,Mumbai,Samata Nagar Thakur Village
9290,3.0,35000000,19073.56948228883,5,317,Mumbai,Samata Nagar Thakur Village
9291,3.0,33000000,19796.04079184163,5,172,Mumbai,Kandivali East
9292,3.0,24500000,18846.153846153848,5,457,Mumbai,thakur village kandivali east
9293,1.0,3467000,6541.509433962264,5,91,Mumbai,Dombivali East
9294,2.0,14000000,17500.0,5,55,Mumbai,Bhandup West
9296,1.0,6400000,16000.0,5,172,Mumbai,Kandivali East
9297,1.0,6000000,9230.76923076923,5,233,Mumbai,Mira Road
9298,2.0,9000000,16363.636363636364,5,55,Mumbai,Bhandup West
9300,2.0,23000000,18181.81818181818,5,437,Mumbai,Western Express Highway Kandivali East
9301,2.0,25000000,29411.764705882353,5,41,Mumbai,Bandra West
9302,2.0,14000000,15555.555555555555,5,323,Mumbai,Seawoods
9303,1.0,3700000,8705.882352941177,5,183,Mumbai,Kharegaon
9304,1.0,2000000,5000.0,5,183,Mumbai,Kharegaon
9305,1.0,2200000,4888.888888888889,5,183,Mumbai,Kharegaon
9306,4.0,200000000,66666.66666666667,5,397,Mumbai,Tardeo
9307,1.0,4600000,8440.366972477064,5,118,Mumbai,Goregaon East
9308,1.0,3000000,8823.529411764706,5,118,Mumbai,Goregaon East
9309,1.0,2000000,3703.703703703704,5,423,Mumbai,Vasind
9310,1.0,6300000,8400.0,5,401,Mumbai,Thakurli
9311,1.0,7600000,13818.181818181818,5,376,Mumbai,Shakti Nagar
9315,2.0,13500000,10931.174089068825,5,184,Mumbai,Kharghar
9316,2.0,21000000,18600.531443755535,5,173,Mumbai,Kandivali West
9317,2.0,16500000,19666.26936829559,5,173,Mumbai,Kandivali West
9318,1.0,10000000,16666.666666666668,5,62,Mumbai,Borivali East
9319,1.0,11000000,18333.333333333332,5,62,Mumbai,Borivali East
9320,2.0,8100000,9574.468085106382,5,404,Mumbai,Thane West
9321,4.0,65300000,21586.77685950413,5,15,Mumbai,Andheri
9322,3.0,38700000,29884.169884169885,5,15,Mumbai,Andheri
9323,4.0,51500000,14862.914862914862,5,320,Mumbai,Sanpada
9324,1.0,6500000,11484.098939929328,5,81,Mumbai,Dahisar East
9325,3.0,22000000,14407.334643091028,5,110,Mumbai,Ghatkopar
9326,2.0,17500000,14730.63973063973,5,110,Mumbai,Ghatkopar
9328,2.0,12600000,12450.592885375494,5,117,Mumbai,Goregaon
9329,3.0,32000000,16410.25641025641,5,117,Mumbai,Goregaon
9330,1.0,8000000,11940.298507462687,5,221,Mumbai,Malad East
9331,4.0,16000000,8230.45267489712,5,233,Mumbai,Mira Road
9332,2.0,8000000,8230.45267489712,5,233,Mumbai,Mira Road
9333,4.0,16000000,8230.45267489712,5,234,Mumbai,Mira Road East
9335,2.0,10200000,9714.285714285714,5,184,Mumbai,Kharghar
9336,2.0,13500000,10931.174089068825,5,184,Mumbai,Kharghar
9337,3.0,14200000,9861.111111111111,5,184,Mumbai,Kharghar
9338,1.0,5300000,8660.130718954248,5,184,Mumbai,Kharghar
9339,1.0,5500000,8136.094674556213,5,184,Mumbai,Kharghar
9340,1.0,5500000,8461.538461538461,5,184,Mumbai,Kharghar
9341,3.0,16000000,10000.0,5,184,Mumbai,Kharghar
9342,1.0,4300000,6615.384615384615,5,184,Mumbai,Kharghar
9343,2.0,7500000,7142.857142857143,5,184,Mumbai,Kharghar
9344,2.0,8000000,6956.521739130435,5,184,Mumbai,Kharghar
9345,2.0,7500000,8823.529411764706,5,184,Mumbai,Kharghar
