,Area,Location,No. of Bedrooms,City,price_lack
530,1448,Jigani,3.0,Banglore,4054000
531,1250,Jigani,3.0,Banglore,3500000
532,1488,Jigani,3.0,Banglore,4165999
533,1096,Jigani,2.0,Banglore,3068000
534,1491,Jigani,3.0,Banglore,4174000
535,1090,Jigani,2.0,Banglore,3052000
536,1102,Jigani,2.0,Banglore,3085000
537,1166,Jigani,2.0,Banglore,3264000
538,920,Jigani,2.0,Banglore,2576000
539,1142,Jigani,2.0,Banglore,3197000
540,1551,Jigani,3.0,Banglore,4342000
541,1135,Jigani,2.0,Banglore,3178000
542,1505,Marsur,3.0,Banglore,3913000
543,1370,Marsur,3.0,Banglore,3561999
544,1533,Jigani,3.0,Banglore,4292000
545,1115,Marsur,2.0,Banglore,2899000
546,1125,Marsur,2.0,Banglore,2925000
547,1066,Jigani,2.0,Banglore,2984000
548,1465,Marsur,3.0,Banglore,3809000
549,1675,Krishnarajapura,3.0,Banglore,6698000
550,1240,Krishnarajapura,2.0,Banglore,4958000
551,1240,Krishnarajapura,2.0,Banglore,4958000
552,1220,Krishnarajapura,2.0,Banglore,4878000
553,1220,Krishnarajapura,2.0,Banglore,4878000
554,1225,Krishnarajapura,2.0,Banglore,4898000
555,1225,Krishnarajapura,2.0,Banglore,4898000
556,1270,Krishnarajapura,2.0,Banglore,5078000
557,1270,Krishnarajapura,2.0,Banglore,5078000
558,1075,Kasavanahalli,2.0,Banglore,4500000
559,1075,Attibele,3.0,Banglore,3010000
560,870,Attibele,2.0,Banglore,2436000
561,1000,Attibele,2.0,Banglore,2800000
562,1210,Attibele,3.0,Banglore,3388000
563,900,Attibele,2.0,Banglore,2520000
564,1085,Attibele,2.0,Banglore,3038000
565,880,Attibele,2.0,Banglore,2464000
566,1075,Kasavanahalli,2.0,Banglore,4500000
567,1120,Varthur,2.0,Banglore,4928000
568,1185,Bommasandra,3.0,Banglore,4147000
569,1373,JP Nagar Phase 3,3.0,Banglore,7211000
570,1109,JP Nagar Phase 3,2.0,Banglore,5910000
571,1415,JP Nagar Phase 3,3.0,Banglore,7423000
572,1782,JP Nagar Phase 3,3.0,Banglore,9227000
573,1383,JP Nagar Phase 3,3.0,Banglore,7263000
574,1227,JP Nagar Phase 3,2.0,Banglore,6494000
575,1626,JP Nagar Phase 3,3.0,Banglore,8458000
576,1755,JP Nagar Phase 3,3.0,Banglore,9094000
577,1502,JP Nagar Phase 3,3.0,Banglore,7847000
578,1233,JP Nagar Phase 3,2.0,Banglore,6520999
579,1367,JP Nagar Phase 3,3.0,Banglore,7184000
580,1098,JP Nagar Phase 3,2.0,Banglore,5858000
581,1470,JP Nagar Phase 3,3.0,Banglore,7689000
582,1211,JP Nagar Phase 3,3.0,Banglore,6415000
583,1077,JP Nagar Phase 3,2.0,Banglore,5752000
584,1206,JP Nagar Phase 3,2.0,Banglore,6388000
585,1346,JP Nagar Phase 3,3.0,Banglore,7078000
586,1087,JP Nagar Phase 3,2.0,Banglore,5804000
587,2185,JP Nagar Phase 3,3.0,Banglore,11200000
588,1453,JP Nagar Phase 3,3.0,Banglore,7608000
589,1200,JP Nagar Phase 3,2.0,Banglore,6361000
590,1572,JP Nagar Phase 3,3.0,Banglore,8192000
591,1179,JP Nagar Phase 3,2.0,Banglore,6255000
592,1701,JP Nagar Phase 3,3.0,Banglore,8830000
593,1841,JP Nagar Phase 3,3.0,Banglore,9517000
594,1443,JP Nagar Phase 3,3.0,Banglore,7556000
595,1442,JP Nagar Phase 3,3.0,Banglore,7554000
596,1173,JP Nagar Phase 3,2.0,Banglore,6228000
597,1448,JP Nagar Phase 3,3.0,Banglore,7581000
598,2121,JP Nagar Phase 3,3.0,Banglore,10800000
599,1168,JP Nagar Phase 3,2.0,Banglore,6203000
600,1411,JP Nagar Phase 3,3.0,Banglore,7398000
601,1141,JP Nagar Phase 3,2.0,Banglore,6070000
602,1276,JP Nagar Phase 3,3.0,Banglore,6733000
603,1152,JP Nagar Phase 3,2.0,Banglore,6125000
604,1550,JP Nagar Phase 3,3.0,Banglore,8086000
605,1389,JP Nagar Phase 3,3.0,Banglore,7290000
606,1260,JP Nagar Phase 3,3.0,Banglore,6654000
607,1529,JP Nagar Phase 3,3.0,Banglore,7980000
608,1395,JP Nagar Phase 3,3.0,Banglore,7322000
609,1136,JP Nagar Phase 3,2.0,Banglore,6043000
610,1270,JP Nagar Phase 3,3.0,Banglore,6706000
611,1399,JP Nagar Phase 3,3.0,Banglore,7342000
612,1650,Vidyaranyapura,3.0,Banglore,7800000
613,1500,Vidyaranyapura,3.0,Banglore,6800000
614,1140,Begur,2.0,Banglore,5700000
615,1220,Begur,2.0,Banglore,6000000
616,1150,Begur,2.0,Banglore,5755000
617,1350,Begur,3.0,Banglore,6695000
618,1180,Begur,2.0,Banglore,5896000
619,1130,Begur,2.0,Banglore,5600000
620,1160,Begur,2.0,Banglore,5800000
621,1325,Begur,3.0,Banglore,6577000
622,1090,Begur,2.0,Banglore,5473000
623,1170,Begur,2.0,Banglore,5849000
624,1165,Begur,2.0,Banglore,5825000
625,1160,Begur,2.0,Banglore,5800000
626,1810,Kodigehalli,3.0,Banglore,16900000
627,1740,Kodigehalli,3.0,Banglore,14900000
628,1630,Kodigehalli,3.0,Banglore,14100000
629,1440,Kodigehalli,2.0,Banglore,12100000
630,1245,Kodigehalli,2.0,Banglore,10700000
631,1098,Varthur,2.0,Banglore,4831000
632,1215,Narayanaghatta,3.0,Banglore,3632000
633,990,Narayanaghatta,2.0,Banglore,2960000
634,1125,Narayanaghatta,2.0,Banglore,3363000
635,950,Anekal City,2.0,Banglore,3087000
636,1225,Anekal City,3.0,Banglore,3981000
637,1025,Anekal City,2.0,Banglore,3331000
638,645,Anekal City,1.0,Banglore,2096000
639,1505,Electronic City Phase 2,3.0,Banglore,8218000
640,1535,Electronic City Phase 2,3.0,Banglore,8370999
641,1470,Electronic City Phase 2,3.0,Banglore,8039000
642,1045,Electronic City Phase 2,2.0,Banglore,5868000
643,1075,Electronic City Phase 2,2.0,Banglore,6021000
644,1290,Electronic City Phase 2,2.0,Banglore,7194000
645,1380,Electronic City Phase 2,2.0,Banglore,7581000
646,1465,Electronic City Phase 2,3.0,Banglore,8137000
647,2790,Sahakar Nagar,4.0,Banglore,28000000
648,1320,Sahakar Nagar,2.0,Banglore,13000000
649,1000,Attibele,1.0,Banglore,2800000
650,2170,Junnasandra,3.0,Banglore,14000000
651,1691,Junnasandra,3.0,Banglore,10900000
652,3205,Banashankari,4.0,Banglore,29900000
653,3033,Banashankari,4.0,Banglore,28300000
654,2522,Banashankari,3.0,Banglore,23500000
655,2480,Banashankari,3.0,Banglore,23100000
656,2378,Banashankari,3.0,Banglore,21400000
657,1800,JP Nagar Phase 9,3.0,Banglore,7830000
658,1372,JP Nagar Phase 9,2.0,Banglore,5968000
659,1242,JP Nagar Phase 8,2.0,Banglore,6085000
660,1110,JP Nagar Phase 8,2.0,Banglore,5439000
661,1380,JP Nagar Phase 8,3.0,Banglore,6762000
662,1120,JP Nagar Phase 8,2.0,Banglore,5488000
663,1118,JP Nagar Phase 8,2.0,Banglore,5478000
664,1518,JP Nagar Phase 8,3.0,Banglore,7438000
665,1386,JP Nagar Phase 8,3.0,Banglore,6791000
666,1224,JP Nagar Phase 8,2.0,Banglore,5997000
667,1358,JP Nagar Phase 8,3.0,Banglore,6654000
668,1222,JP Nagar Phase 8,2.0,Banglore,5987000
669,1430,JP Nagar Phase 8,3.0,Banglore,7006999
670,728,JP Nagar Phase 8,1.0,Banglore,3567000
671,1235,JP Nagar Phase 8,2.0,Banglore,6051000
672,1434,JP Nagar Phase 8,3.0,Banglore,7026000
673,1212,JP Nagar Phase 8,2.0,Banglore,5938000
674,1273,JP Nagar Phase 8,2.0,Banglore,6237000
675,1220,JP Nagar Phase 8,2.0,Banglore,5978000
676,1147,JP Nagar Phase 8,2.0,Banglore,5620000
677,1255,JP Nagar Phase 8,2.0,Banglore,6149000
678,1468,JP Nagar Phase 8,3.0,Banglore,7193000
679,1264,JP Nagar Phase 8,2.0,Banglore,6193000
680,1735,Anjanapura,3.0,Banglore,9369000
681,1495,Anjanapura,3.0,Banglore,8073000
682,1700,Anjanapura,3.0,Banglore,9180000
683,1440,Gottigere,3.0,Banglore,7028000
684,1245,Gottigere,2.0,Banglore,6148000
685,1510,Gottigere,3.0,Banglore,7344000
686,1305,Gottigere,2.0,Banglore,6419000
687,1120,Gottigere,2.0,Banglore,5584000
688,1295,Gottigere,3.0,Banglore,6374000
689,1225,Gottigere,2.0,Banglore,6058000
690,1430,Gottigere,3.0,Banglore,6983000
691,1300,Gottigere,2.0,Banglore,6396000
692,1470,Gottigere,3.0,Banglore,7163000
693,1275,Gottigere,2.0,Banglore,6283000
694,1410,Gottigere,3.0,Banglore,6893000
695,1140,Gottigere,2.0,Banglore,5674000
696,1415,Gottigere,3.0,Banglore,6915000
697,1455,Gottigere,3.0,Banglore,7095999
698,1520,Gottigere,3.0,Banglore,7389000
699,1260,Gottigere,2.0,Banglore,6216000
700,1525,Gottigere,3.0,Banglore,7412000
701,1125,Gottigere,2.0,Banglore,5606000
702,1255,Gottigere,2.0,Banglore,6193000
703,1135,Gottigere,2.0,Banglore,5651000
704,2936,Electronic City Phase 1,3.0,Banglore,35500000
705,1597,Hosa Road,3.0,Banglore,11399999
706,1514,Hosa Road,3.0,Banglore,10800000
707,1431,Hosa Road,2.0,Banglore,10200000
708,1365,Hosa Road,2.0,Banglore,9800000
709,1205,Varthur,2.0,Banglore,7900000
710,1007,Varthur,2.0,Banglore,6570000
711,2243,Uttarahalli,3.0,Banglore,22799999
712,2051,Uttarahalli,3.0,Banglore,21200000
713,1350,Budigere Cross,3.0,Banglore,7200000
714,1225,Budigere Cross,3.0,Banglore,6500000
715,1165,Budigere Cross,2.0,Banglore,6200000
716,1315,Sarjapur,3.0,Banglore,4732000
717,1320,Sarjapur,2.0,Banglore,4750000
718,1250,Sarjapur,2.0,Banglore,4498000
719,1290,Sarjapur,3.0,Banglore,4870000
720,1290,Sarjapur,2.0,Banglore,4642000
721,1365,Sarjapur,3.0,Banglore,4912000
722,1500,Sarjapur,3.0,Banglore,5398000
723,1200,Sarjapur,2.0,Banglore,4318000
724,1075,Attibele,3.0,Banglore,3010000
725,870,Attibele,2.0,Banglore,2436000
726,1000,Attibele,2.0,Banglore,2800000
727,1210,Attibele,3.0,Banglore,3388000
728,900,Attibele,2.0,Banglore,2520000
729,1745,Begur,3.0,Banglore,10800000
730,1417,Begur,2.0,Banglore,8868000
731,1814,Begur,3.0,Banglore,11399999
732,1503,Begur,2.0,Banglore,9366000
733,1814,JP Nagar Phase 9,3.0,Banglore,11200000
734,1595,JP Nagar Phase 9,3.0,Banglore,9888000
735,1759,JP Nagar Phase 9,3.0,Banglore,10800000
736,1839,Koramangala,3.0,Banglore,25500000
737,2461,Koramangala,4.0,Banglore,34000000
738,1249,Koramangala,2.0,Banglore,17500000
739,2503,Koramangala,4.0,Banglore,34500000
740,1385,Koramangala,2.0,Banglore,19500000
741,1286,Nelamangala,3.0,Banglore,7100000
742,1163,Nelamangala,2.0,Banglore,6400000
743,966,Nelamangala,2.0,Banglore,5500000
744,814,Nelamangala,2.0,Banglore,4300000
745,708,Nelamangala,2.0,Banglore,3800000
746,3360,ITPL,4.0,Banglore,26000000
747,2210,ITPL,3.0,Banglore,18600000
748,1930,ITPL,3.0,Banglore,17300000
749,1890,ITPL,3.0,Banglore,17100000
750,1330,ITPL,2.0,Banglore,11800000
751,4600,Hebbal,4.0,Banglore,66900000
752,8331,Hebbal,5.0,Banglore,170600000
753,8902,Hebbal,5.0,Banglore,182300000
754,5112,Hebbal,5.0,Banglore,74300000
755,6500,Hebbal,4.0,Banglore,60100000
756,3900,Hebbal,4.0,Banglore,36000000
757,3895,Hebbal,4.0,Banglore,36000000
758,5654,Hebbal,4.0,Banglore,52200000
759,5500,Hebbal,4.0,Banglore,50800000
760,4622,JP Nagar Phase 4,4.0,Banglore,49600000
761,4322,JP Nagar Phase 4,4.0,Banglore,46400000
762,4400,Hebbal,4.0,Banglore,64000000
763,4200,Hebbal,3.0,Banglore,61100000
764,9700,Hebbal,5.0,Banglore,198600000
765,3670,Hebbal,3.0,Banglore,53400000
766,9900,Hebbal,5.0,Banglore,202700000
767,8300,Hebbal,5.0,Banglore,170000000
768,7700,Hebbal,4.0,Banglore,157700000
769,3897,Hebbal,3.0,Banglore,56700000
770,1570,Electronic City Phase 1,3.0,Banglore,6594000
771,1410,Electronic City Phase 1,3.0,Banglore,5922000
772,1580,Electronic City Phase 1,3.0,Banglore,6636000
773,1610,Electronic City Phase 1,3.0,Banglore,6762000
774,1195,Electronic City Phase 1,2.0,Banglore,5019000
775,1590,Electronic City Phase 1,3.0,Banglore,6678000
776,1600,Electronic City Phase 1,3.0,Banglore,6720000
777,1200,Electronic City Phase 1,2.0,Banglore,5040000
778,1565,Electronic City Phase 1,3.0,Banglore,6573000
779,1638,Nagarbhavi,3.0,Banglore,8353000
780,1584,Nagarbhavi,3.0,Banglore,8078000
781,1288,Nagarbhavi,2.0,Banglore,6568000
782,1521,Nagarbhavi,3.0,Banglore,7756999
783,1422,Nagarbhavi,3.0,Banglore,7252000
784,1367,Nagarbhavi,3.0,Banglore,6970999
785,2597,Harlur,4.0,Banglore,19500000
786,1447,Electronic City Phase 2,3.0,Banglore,6331000
787,2569,Harlur,4.0,Banglore,18500000
788,2219,Electronic City Phase 2,3.0,Banglore,9730000
789,1525,Electronic City Phase 2,3.0,Banglore,6641000
790,1727,Electronic City Phase 2,3.0,Banglore,7520999
791,1274,Konanakunte,2.0,Banglore,11100000
792,1588,Konanakunte,3.0,Banglore,14200000
793,1300,Electronic City Phase 2,2.0,Banglore,5739000
794,1204,Konanakunte,2.0,Banglore,10500000
795,1531,Electronic City Phase 2,3.0,Banglore,6667000
796,2140,Konanakunte,3.0,Banglore,19100000
797,1375,Anjanapura,2.0,Banglore,7177000
798,1309,Anjanapura,2.0,Banglore,6831999
799,1176,Anjanapura,2.0,Banglore,6138000
800,1370,Anjanapura,2.0,Banglore,7151000
801,1843,Anjanapura,3.0,Banglore,9620000
802,1320,Anjanapura,2.0,Banglore,6890000
803,1841,Anjanapura,3.0,Banglore,9610000
804,1950,Anjanapura,3.0,Banglore,10100000
805,1559,Anjanapura,3.0,Banglore,8137000
806,1498,Anjanapura,3.0,Banglore,7819000
807,1800,Anjanapura,3.0,Banglore,9396000
808,1669,Anjanapura,3.0,Banglore,8712000
809,1340,Anjanapura,2.0,Banglore,6994000
810,1339,Anjanapura,2.0,Banglore,6989000
811,1657,Anjanapura,3.0,Banglore,8649000
812,1860,Anjanapura,3.0,Banglore,9709000
813,1660,Anjanapura,3.0,Banglore,8665000
814,1798,Anjanapura,3.0,Banglore,9385000
815,1332,Anjanapura,2.0,Banglore,6953000
816,1665,Anjanapura,3.0,Banglore,8691000
817,935,Budigere Cross,2.0,Banglore,5070000
818,1350,Budigere Cross,3.0,Banglore,6183000
819,1350,Budigere Cross,3.0,Banglore,6183000
820,1225,Budigere Cross,2.0,Banglore,5610000
821,1225,Budigere Cross,2.0,Banglore,5610000
822,1270,Harlur,2.0,Banglore,9500000
823,1550,Harlur,3.0,Banglore,12500000
824,1550,Harlur,3.0,Banglore,12000000
825,1460,Harlur,3.0,Banglore,10400000
826,1830,Harlur,3.0,Banglore,13500000
827,985,Bommasandra,2.0,Banglore,3447000
828,1467,Harlur,2.0,Banglore,8216000
829,2067,Harlur,3.0,Banglore,11600000
830,1808,Harlur,3.0,Banglore,10100000
831,1085,Harlur,3.0,Banglore,8864000
832,1050,Harlur,3.0,Banglore,8019000
833,2772,Richmond Town,3.0,Banglore,64000000
834,1048,Varthur,2.0,Banglore,4611000
835,1428,Varthur,3.0,Banglore,6221000
836,1255,RR Nagar,2.0,Banglore,5380000
837,1482,Jakkur,3.0,Banglore,7631999
838,1284,Jakkur,2.0,Banglore,6612000
839,1057,Jakkur,2.0,Banglore,5443000
840,1800,Jayanagar,3.0,Banglore,18000000
841,1400,Subramanyapura,3.0,Banglore,6200000
842,1998,Domlur,3.0,Banglore,35900000
843,1388,Domlur,3.0,Banglore,24900000
844,1498,Domlur,2.0,Banglore,26900000
845,1078,Domlur,2.0,Banglore,19400000
846,1265,Electronic City Phase 1,2.0,Banglore,8000000
847,2187,Bellandur,4.0,Banglore,27400000
848,1196,Bellandur,2.0,Banglore,15000000
849,1135,Chikkalasandra,2.0,Banglore,6000000
850,1885,Yelahanka,3.0,Banglore,9000000
851,1440,Yelahanka,3.0,Banglore,6900000
852,1392,Avalahalli Off Sarjapur Road,2.0,Banglore,6950000
853,1320,Avalahalli Off Sarjapur Road,3.0,Banglore,6711000
854,771,Avalahalli Off Sarjapur Road,1.0,Banglore,4209000
855,1128,Avalahalli Off Sarjapur Road,2.0,Banglore,5478000
856,568,Avalahalli Off Sarjapur Road,1.0,Banglore,3267000
857,2221,Avalahalli Off Sarjapur Road,4.0,Banglore,11100000
858,1268,Avalahalli Off Sarjapur Road,2.0,Banglore,6731000
859,1272,Avalahalli Off Sarjapur Road,2.0,Banglore,6385000
860,2147,Avalahalli Off Sarjapur Road,4.0,Banglore,10800000
861,1275,Bommanahalli,2.0,Banglore,9278000
862,1360,Bommanahalli,3.0,Banglore,9859000
863,2616,Devanahalli,3.0,Banglore,14800000
864,1323,Devanahalli,3.0,Banglore,7400000
865,1207,Devanahalli,2.0,Banglore,7200000
866,792,Devanahalli,2.0,Banglore,4500000
867,800,Devanahalli,2.0,Banglore,4553000
868,2976,Hulimavu,3.0,Banglore,21500000
869,2916,Hulimavu,3.0,Banglore,21300000
870,2254,Hulimavu,3.0,Banglore,16200000
871,2212,Hulimavu,3.0,Banglore,16000000
872,2212,Hulimavu,3.0,Banglore,16000000
873,795,Devanahalli,2.0,Banglore,4518000
874,3963,Hulimavu,4.0,Banglore,28800000
875,3891,Hulimavu,4.0,Banglore,28500000
876,2180,Begur,4.0,Banglore,11299999
877,2180,Begur,4.0,Banglore,11299999
878,1830,Begur,4.0,Banglore,9516000
879,1960,Begur,3.0,Banglore,10100000
880,1410,Begur,3.0,Banglore,7331999
881,1885,Begur,2.0,Banglore,9802000
882,1255,Begur,2.0,Banglore,6526000
883,1255,Begur,2.0,Banglore,6526000
884,1805,Begur,3.0,Banglore,11000000
885,1805,Begur,3.0,Banglore,11000000
886,1207,Devanahalli,2.0,Banglore,7200000
887,1043,Devanahalli,2.0,Banglore,6100000
888,2563,JP Nagar Phase 4,3.0,Banglore,24300000
889,2536,JP Nagar Phase 4,3.0,Banglore,24100000
890,2482,JP Nagar Phase 4,3.0,Banglore,23600000
891,1615,Bommanahalli,3.0,Banglore,11600000
892,2200,JP Nagar Phase 4,3.0,Banglore,20900000
893,4336,JP Nagar Phase 4,4.0,Banglore,41200000
894,4273,JP Nagar Phase 4,4.0,Banglore,40599999
895,4046,JP Nagar Phase 4,4.0,Banglore,38400000
896,3563,JP Nagar Phase 4,4.0,Banglore,33800000
897,3463,JP Nagar Phase 4,4.0,Banglore,32900000
898,2700,JP Nagar Phase 4,4.0,Banglore,25700000
899,1275,Bommanahalli,2.0,Banglore,9278000
900,1098,Devanahalli,3.0,Banglore,7200000
901,3832,Hulimavu,4.0,Banglore,28100000
902,2893,Hulimavu,4.0,Banglore,21500000
903,1939,Hebbal,3.0,Banglore,13600000
904,1628,Hebbal,3.0,Banglore,11399999
905,2893,Hulimavu,4.0,Banglore,21500000
906,2825,Hulimavu,4.0,Banglore,21000000
907,3044,Hulimavu,3.0,Banglore,22000000
908,1615,Bommanahalli,3.0,Banglore,11600000
909,2200,JP Nagar Phase 4,3.0,Banglore,20900000
910,1476,Begur,3.0,Banglore,11500000
911,1527,Begur,3.0,Banglore,12500000
912,1265,Begur,3.0,Banglore,10500000
913,1515,Bommanahalli,3.0,Banglore,10900000
914,940,Devanahalli,2.0,Banglore,6000000
915,3832,Hulimavu,4.0,Banglore,28100000
916,2893,Hulimavu,4.0,Banglore,21500000
917,1090,Devanahalli,1.0,Banglore,5000000
918,1020,Devanahalli,1.0,Banglore,4800000
919,2437,JP Nagar Phase 4,3.0,Banglore,23200000
920,1687,Hebbal,3.0,Banglore,11800000
921,1712,Hebbal,3.0,Banglore,12000000
922,1812,Hebbal,3.0,Banglore,12700000
923,1911,Hebbal,3.0,Banglore,13400000
924,3870,Hebbal,4.0,Banglore,38900000
925,1135,Kumaraswamy Layout,2.0,Banglore,6000000
926,1555,Electronic City Phase 1,3.0,Banglore,9700000
927,1482,Electronic City Phase 1,3.0,Banglore,9300000
928,2540,Bellandur,4.0,Banglore,31800000
929,1376,Harlur,2.0,Banglore,7706000
930,2202,Harlur,3.0,Banglore,12300000
931,1530,Budigere Cross,3.0,Banglore,9400000
932,1404,Budigere Cross,3.0,Banglore,8600000
933,1157,Budigere Cross,2.0,Banglore,7200000
934,1565,Electronic City Phase 1,3.0,Banglore,9800000
935,1255,Electronic City Phase 1,2.0,Banglore,7900000
936,1240,Singasandra,2.0,Banglore,4340000
937,1185,Singasandra,2.0,Banglore,4147000
938,1120,Singasandra,2.0,Banglore,3920000
939,840,Singasandra,2.0,Banglore,2940000
940,1315,Singasandra,2.0,Banglore,4602000
941,1295,Singasandra,2.0,Banglore,4532000
942,1235,Singasandra,2.0,Banglore,4322000
943,760,Singasandra,1.0,Banglore,2660000
944,1605,Singasandra,3.0,Banglore,5617000
945,920,Singasandra,2.0,Banglore,3220000
946,660,Singasandra,1.0,Banglore,2310000
947,1220,Singasandra,2.0,Banglore,4270000
948,810,Singasandra,1.0,Banglore,2835000
949,1395,Kumaraswamy Layout,2.0,Banglore,7320000
950,1395,Kumaraswamy Layout,1.0,Banglore,7150000
951,1305,Kumaraswamy Layout,1.0,Banglore,6700000
952,1395,Kumaraswamy Layout,1.0,Banglore,7150000
953,1395,Kumaraswamy Layout,1.0,Banglore,7150000
954,1305,Chikkalasandra,2.0,Banglore,6850000
955,1395,Kumaraswamy Layout,2.0,Banglore,7300000
956,1305,Kumaraswamy Layout,1.0,Banglore,6800000
957,1340,Kumaraswamy Layout,2.0,Banglore,7100000
958,1290,Kumaraswamy Layout,1.0,Banglore,6800000
959,1395,Kumaraswamy Layout,1.0,Banglore,7100000
960,985,Bommasandra,2.0,Banglore,3447000
961,5600,JP Nagar Phase 6,4.0,Banglore,61300000
962,5249,JP Nagar Phase 6,4.0,Banglore,57500000
963,4449,JP Nagar Phase 6,4.0,Banglore,48700000
964,3103,JP Nagar Phase 6,3.0,Banglore,30900000
965,3077,JP Nagar Phase 6,3.0,Banglore,30600000
966,2711,JP Nagar Phase 6,3.0,Banglore,27000000
967,2671,JP Nagar Phase 6,3.0,Banglore,26600000
968,1250,Vidyaranyapura,2.0,Banglore,5550000
969,1012,Vidyaranyapura,2.0,Banglore,4500000
970,1839,Koramangala,3.0,Banglore,25400000
971,1385,Koramangala,2.0,Banglore,19300000
972,1623,Sanjaynagar,3.0,Banglore,13899999
973,4237,Yelahanka,4.0,Banglore,29600000
974,2795,Yelahanka,3.0,Banglore,19500000
975,1273,Yelahanka,2.0,Banglore,7500000
976,2461,Koramangala,4.0,Banglore,33900000
977,1839,Koramangala,3.0,Banglore,25400000
978,1249,Koramangala,2.0,Banglore,17400000
979,1378,Sanjaynagar,2.0,Banglore,11800000
980,1169,Sanjaynagar,2.0,Banglore,10000000
981,3122,Yelahanka,4.0,Banglore,21800000
982,1705,Yelahanka,3.0,Banglore,9900000
983,1271,Harlur,2.0,Banglore,5719000
984,1788,CV Raman Nagar,3.0,Banglore,14300000
985,1370,Varthur,3.0,Banglore,5480000
986,1139,Varthur,2.0,Banglore,4556000
987,1154,Varthur,2.0,Banglore,4616000
988,1224,Varthur,2.0,Banglore,4896000
989,1164,Varthur,2.0,Banglore,4656000
990,1271,Harlur,2.0,Banglore,5719000
991,1485,Subramanyapura,3.0,Banglore,9100000
992,1300,Subramanyapura,2.0,Banglore,8400000
993,1135,Subramanyapura,2.0,Banglore,7100000
994,960,Subramanyapura,2.0,Banglore,6100000
995,3245,Electronic City Phase 2,4.0,Banglore,23100000
996,2150,Electronic City Phase 2,4.0,Banglore,13700000
997,1590,Electronic City Phase 2,3.0,Banglore,11000000
998,1500,Electronic City Phase 2,3.0,Banglore,10300000
999,1415,Electronic City Phase 2,2.0,Banglore,9500000
1000,2942,Harlur,4.0,Banglore,40000000
1001,2368,Harlur,4.0,Banglore,25000000
1002,1946,Harlur,3.0,Banglore,20000000
1003,1752,Harlur,3.0,Banglore,17700000
1004,1483,Harlur,2.0,Banglore,14400000
1005,3729,Hebbal,4.0,Banglore,37000000
1006,2927,Hebbal,3.0,Banglore,31000000
1007,1463,JP Nagar Phase 7,3.0,Banglore,7300000
1008,1150,Padmanabhanagar,2.0,Banglore,5500000
1009,1720,Begur,3.0,Banglore,7223999
1010,1322,Begur,2.0,Banglore,5552000
1011,1230,Begur,2.0,Banglore,5166000
1012,1836,CV Raman Nagar,3.0,Banglore,14600000
1013,1778,CV Raman Nagar,3.0,Banglore,14200000
1014,1980,CV Raman Nagar,3.0,Banglore,15800000
1015,705,CV Raman Nagar,1.0,Banglore,5640000
1016,1392,CV Raman Nagar,2.0,Banglore,11100000
1017,1825,CV Raman Nagar,3.0,Banglore,14600000
1018,1659,CV Raman Nagar,3.0,Banglore,13200000
1019,1596,Whitefield Hope Farm Junction,3.0,Banglore,10600000
1020,1574,Whitefield Hope Farm Junction,3.0,Banglore,10600000
1021,1173,Whitefield Hope Farm Junction,2.0,Banglore,8200000
1022,1561,Hennur,3.0,Banglore,10500000
1023,1450,Hennur,3.0,Banglore,9800000
1024,1180,Hennur,2.0,Banglore,8100000
1025,1180,Hennur,2.0,Banglore,8100000
1026,3112,JP Nagar Phase 7,4.0,Banglore,29400000
1027,2370,JP Nagar Phase 7,3.0,Banglore,23000000
1028,2370,JP Nagar Phase 7,3.0,Banglore,23000000
1029,2370,JP Nagar Phase 7,3.0,Banglore,23000000
