,Area,Location,No. of Bedrooms,City,price_lack
7068,1216,Kukatpally,2.0,Hyderabad,8000000
7069,1366,Kukatpally,2.0,Hyderabad,9000000
7070,1216,Kukatpally,2.0,Hyderabad,8000000
7071,1155,Bachupally Road,2.0,Hyderabad,4158000
7072,2026,Tellapur,3.0,Hyderabad,11299999
7073,1570,Kondapur,3.0,Hyderabad,8000000
7074,1950,Attapur,3.0,Hyderabad,8383000
7075,1170,Matrusri Nagar,2.0,Hyderabad,6786000
7076,1515,Pragathi Nagar Kukatpally,3.0,Hyderabad,6000000
7077,1471,Attapur,2.0,Hyderabad,6323000
7078,1470,Attapur,2.0,Hyderabad,6319000
7079,1470,Attapur,2.0,Hyderabad,6319000
7080,1955,Attapur,3.0,Hyderabad,8404000
7081,1000,Nizampet,2.0,Hyderabad,4500000
7082,1515,Pragathi Nagar Road,3.0,Hyderabad,6000000
7083,1515,Pragathi Nagar Road,3.0,Hyderabad,6000000
7084,1274,Kukatpally,2.0,Hyderabad,8400000
7085,2865,Madhapur,4.0,Hyderabad,40000000
7086,1090,Kukatpally,2.0,Hyderabad,7317000
7087,2026,Tellapur,3.0,Hyderabad,11200000
7088,1515,Pragathi Nagar Kukatpally,3.0,Hyderabad,6000000
7089,950,Padma Colony,2.0,Hyderabad,6500000
7090,1515,Pragathi Nagar Kukatpally,3.0,Hyderabad,6000000
7091,1515,Pragathi Nagar Kukatpally,3.0,Hyderabad,6000000
7092,2220,Nanakramguda,3.0,Hyderabad,15500000
7093,1600,Kokapet,3.0,Hyderabad,9120000
7094,1201,Nizampet,2.0,Hyderabad,4804000
7095,1150,Nizampet,2.0,Hyderabad,5000000
7096,1155,Bachupally Road,2.0,Hyderabad,4158000
7097,1050,Gajularamaram,2.0,Hyderabad,4600000
7098,1555,Gajularamaram,3.0,Hyderabad,6600000
7099,1155,Bachupally Road,2.0,Hyderabad,4158000
7100,2380,Hitech City,3.0,Hyderabad,21000000
7101,1402,Happy Homes Colony,3.0,Hyderabad,6000000
7102,1515,Pragathi Nagar Kukatpally,3.0,Hyderabad,6000000
7103,1120,Pragathi Nagar,3.0,Hyderabad,4500000
7104,1279,Kukatpally,2.0,Hyderabad,8400000
7105,1274,Kukatpally,2.0,Hyderabad,8400000
7106,1155,Bachupally Road,2.0,Hyderabad,4158000
7107,1650,Serilingampally,3.0,Hyderabad,8000000
7108,1515,Pragathi Nagar Kukatpally,3.0,Hyderabad,6000000
7109,1650,Serilingampally,3.0,Hyderabad,8000000
7110,1687,Tellapur,3.0,Hyderabad,9447000
7111,800,Uppal,2.0,Hyderabad,3500000
7112,1515,Pragathi Nagar Kukatpally,3.0,Hyderabad,6000000
7113,1515,Pragathi Nagar Kukatpally,3.0,Hyderabad,6000000
7114,1515,Pragathi Nagar Kukatpally,3.0,Hyderabad,6000000
7115,1441,Kukatpally,2.0,Hyderabad,9500000
7116,1100,Yapral,2.0,Hyderabad,4070000
7117,2150,Tellapur,3.0,Hyderabad,13700000
7118,1515,Pragathi Nagar Kukatpally,3.0,Hyderabad,6000000
7119,1515,Pragathi Nagar Kukatpally,3.0,Hyderabad,6000000
7120,1515,Pragathi Nagar Road,3.0,Hyderabad,6000000
7121,1515,Pragathi Nagar Kukatpally,3.0,Hyderabad,6000000
7122,1155,Bachupally Road,2.0,Hyderabad,4158000
7123,600,Old Nallakunta,1.0,Hyderabad,2300000
7124,1650,Serilingampally,3.0,Hyderabad,8150000
7125,1880,Kondapur,3.0,Hyderabad,16000000
7126,1360,Kukatpally,2.0,Hyderabad,8900000
7127,1216,Kukatpally,2.0,Hyderabad,8000000
7128,1538,Tellapur,3.0,Hyderabad,8766000
7129,1920,Miyapur,3.0,Hyderabad,10700000
7130,1190,Miyapur,2.0,Hyderabad,8573000
7131,2925,Serilingampally,4.0,Hyderabad,18400000
7132,1650,Serilingampally,3.0,Hyderabad,8150000
7133,2150,Kokapet,3.0,Hyderabad,12400000
7134,1695,Kukatpally,3.0,Hyderabad,11200000
7135,2700,Sangeet Nagar,2.0,Hyderabad,5999000
7136,1250,Karmanghat,2.0,Hyderabad,6000000
7137,1003,Miyapur,2.0,Hyderabad,3510000
7139,850,Methodist Colony,2.0,Hyderabad,3500000
7140,1800,Ameerpet,3.0,Hyderabad,8000000
7141,1235,Moula Ali,2.0,Hyderabad,5187000
7142,1515,Pragathi Nagar Kukatpally,2.0,Hyderabad,6000000
7143,750,BK Guda Internal Road,2.0,Hyderabad,2700000
7144,1155,Bachupally Road,2.0,Hyderabad,4158000
7145,900,West Marredpally,2.0,Hyderabad,4000000
7146,3300,Banjara Hills,4.0,Hyderabad,35000000
7147,1538,Tellapur,3.0,Hyderabad,8000000
7148,1195,Kondapur,2.0,Hyderabad,6800000
7149,1100,Pragathi Nagar Kukatpally,2.0,Hyderabad,4179999
7150,1650,Serilingampally,3.0,Hyderabad,8200000
7151,1650,Serilingampally,3.0,Hyderabad,8200000
7152,1214,Miyapur,2.0,Hyderabad,4856000
7153,1175,Bachupally Road,2.0,Hyderabad,4230000
7154,1155,Bachupally Road,2.0,Hyderabad,4158000
7155,1175,Bachupally Road,2.0,Hyderabad,4236000
7156,1175,Bachupally Road,2.0,Hyderabad,4236000
7157,1175,Bachupally Road,2.0,Hyderabad,4236000
7158,1050,Medchal,2.0,Hyderabad,3700000
7159,1300,LB Nagar,3.0,Hyderabad,5600000
7160,1500,Beeramguda,3.0,Hyderabad,3750000
7161,1130,LB Nagar,2.0,Hyderabad,4700000
7162,1500,Dammaiguda,3.0,Hyderabad,4600000
7163,3000,Jubilee Hills,3.0,Hyderabad,30000000
7164,1650,Serilingampally,3.0,Hyderabad,8100000
7165,3498,Hitech City,4.0,Hyderabad,29000000
7166,1100,Padmarao Nagar,3.0,Hyderabad,5500000
7167,1200,Bachupally,2.0,Hyderabad,4680000
7168,1175,Bachupally Road,2.0,Hyderabad,4230000
7169,1100,Pragathi Nagar Kukatpally,2.0,Hyderabad,4200000
7170,1205,Miyapur,2.0,Hyderabad,5061000
7171,1180,Nizampet,2.0,Hyderabad,4600000
7172,1591,Kukatpally,3.0,Hyderabad,10900000
7173,1441,Banjara Hills,2.0,Hyderabad,11000000
7174,1050,Gachibowli,2.0,Hyderabad,3148000
7175,1665,Gachibowli,3.0,Hyderabad,6325000
7176,1250,Gachibowli,2.0,Hyderabad,4748000
7177,1175,Bachupally Road,2.0,Hyderabad,4230000
7178,1256,Suchitra,2.0,Hyderabad,5652000
7179,1200,Bachupally,2.0,Hyderabad,4680000
7180,4320,Whitefields,4.0,Hyderabad,38700000
7181,1735,Kokapet,3.0,Hyderabad,10000000
7182,1150,Mayuri Nagar,2.0,Hyderabad,6500000
7183,1500,Sanath Nagar,3.0,Hyderabad,12400000
7184,1175,Bachupally Road,2.0,Hyderabad,4230000
7185,1507,Kokapet,3.0,Hyderabad,7800000
7186,1412,Tellapur,3.0,Hyderabad,8000000
7187,2160,Gandipet,3.0,Hyderabad,12500000
7188,1050,Dammaiguda,2.0,Hyderabad,3500000
7189,550,Moula Ali,1.0,Hyderabad,2310000
7190,1220,Kondapur,2.0,Hyderabad,7554000
7191,1010,Gajularamaram,2.0,Hyderabad,4542000
7192,1090,Kukatpally,2.0,Hyderabad,7098999
7193,1555,Gajularamaram,3.0,Hyderabad,6931000
7194,1885,Kondapur,3.0,Hyderabad,11399999
7195,1730,Kukatpally,3.0,Hyderabad,11100000
7196,1155,Bachupally Road,2.0,Hyderabad,4158000
7197,1650,Serilingampally,3.0,Hyderabad,8150000
7198,5000,Adda Gutta,3.0,Hyderabad,40000000
7199,600,Miyapur HMT Swarnapuri Colony,1.0,Hyderabad,2500000
7200,1600,Central Excise Colony Hyderabad,3.0,Hyderabad,10500000
7201,2800,Gachibowli,3.0,Hyderabad,19300000
7202,2405,Gachibowli,3.0,Hyderabad,16500000
7203,1400,Beeramguda,3.0,Hyderabad,3500000
7204,1330,LB Nagar,3.0,Hyderabad,5600000
7205,1000,Miyapur,3.0,Hyderabad,3500000
7206,3350,Basheer Bagh,4.0,Hyderabad,27000000
7207,1630,Kondapur,3.0,Hyderabad,9291000
7208,1650,Serilingampally,3.0,Hyderabad,8150000
7209,3350,Banjara Hills,4.0,Hyderabad,42900000
7210,1250,Gopal Nagar,2.0,Hyderabad,6000000
7211,1055,Uppal Kalan,2.0,Hyderabad,4700000
7212,550,ECIL Main Road,1.0,Hyderabad,2200000
7213,1076,Kushaiguda,2.0,Hyderabad,4304000
7214,933,Kushaiguda,2.0,Hyderabad,3732000
7215,1026,Kushaiguda,2.0,Hyderabad,4104000
7216,982,Kushaiguda,2.0,Hyderabad,3928000
7217,1792,Tellapur,3.0,Hyderabad,9100000
7218,3498,Hitech City,4.0,Hyderabad,29000000
7219,1155,Bachupally Road,2.0,Hyderabad,4389000
7220,2771,Bandlaguda Jagir,4.0,Hyderabad,13700000
7221,1480,Kokapet,3.0,Hyderabad,9974000
7222,2250,Ashok Nagar,3.0,Hyderabad,20000000
7223,700,Sanath Nagar,2.0,Hyderabad,3000000
7224,1155,Bachupally Road,2.0,Hyderabad,4158000
7225,1155,Bachupally Road,2.0,Hyderabad,4158000
7226,1175,Bachupally Road,2.0,Hyderabad,4239000
7227,1715,Barkatpura,3.0,Hyderabad,11000000
7228,1100,Manikonda,2.0,Hyderabad,4950000
7229,2380,Kondapur,3.0,Hyderabad,21000000
7230,1430,ECIL,3.0,Hyderabad,6006000
7231,1008,Beeramguda,2.0,Hyderabad,2116000
7232,1225,Nizampet,2.0,Hyderabad,4800000
7233,1175,Bachupally Road,3.0,Hyderabad,4236000
7234,1580,Hitech City,3.0,Hyderabad,9638000
7235,1170,Madinaguda,2.0,Hyderabad,7000000
7236,1055,Medchal,2.0,Hyderabad,4100000
7237,1216,Kukatpally,2.0,Hyderabad,8400000
7238,4799,Gachibowli,4.0,Hyderabad,40700000
7239,1780,Sanath Nagar,3.0,Hyderabad,14900000
7240,1515,Pragathi Nagar Kukatpally,3.0,Hyderabad,6800000
7241,4152,Gachibowli,5.0,Hyderabad,45000000
7242,2100,Bagh Amberpet,3.0,Hyderabad,15000000
7243,1155,Bachupally Road,2.0,Hyderabad,4389000
7244,1597,Tellapur,3.0,Hyderabad,8300000
7245,1200,BK Guda Internal Road,2.0,Hyderabad,5200000
7246,1000,Hitech City,1.0,Hyderabad,15000000
7247,1585,ECIL Main Road,3.0,Hyderabad,6340000
7248,3025,Banjara Hills,4.0,Hyderabad,37000000
7249,2166,Banjara Hills,3.0,Hyderabad,27000000
7250,1620,Gajularamaram,3.0,Hyderabad,9200000
7251,2612,Yapral,3.0,Hyderabad,10400000
7252,1170,Madinaguda,2.0,Hyderabad,7028000
7253,1680,Kokapet,3.0,Hyderabad,12000000
7254,1400,new nallakunta,2.0,Hyderabad,8000000
7255,1400,Gachibowli,3.0,Hyderabad,4198000
7256,1585,ECIL Cross Road,3.0,Hyderabad,6340000
7257,1620,Gajularamaram,3.0,Hyderabad,9500000
7258,1620,Gajularamaram,3.0,Hyderabad,9500000
7259,1620,Gajularamaram,3.0,Hyderabad,9500000
7260,1620,Gajularamaram,3.0,Hyderabad,9500000
7261,1232,BHEL,2.0,Hyderabad,4600000
7262,1470,Sun City,2.0,Hyderabad,5800000
7263,1555,Alwal,3.0,Hyderabad,6220000
7264,1175,Bachupally Road,2.0,Hyderabad,4230000
7265,1470,Hydershakote,2.0,Hyderabad,5800000
7266,1360,Kukatpally,2.0,Hyderabad,9400000
7267,1400,Nallakunta,3.0,Hyderabad,4000000
7268,1090,Nizampet,2.0,Hyderabad,4300000
7269,1170,Madinaguda,2.0,Hyderabad,5967000
7270,1441,Kukatpally,2.0,Hyderabad,8900000
7271,1735,Kokapet,3.0,Hyderabad,10500000
7272,3230,Nanakramguda,3.0,Hyderabad,22000000
7273,1271,Kokapet,2.0,Hyderabad,7800000
7274,750,BK Guda Road,2.0,Hyderabad,2700000
7275,1740,Kukatpally,3.0,Hyderabad,12000000
7276,1155,Bachupally Road,2.0,Hyderabad,4158000
7277,1155,Bachupally Road,2.0,Hyderabad,4158000
7278,1175,Bachupally Road,2.0,Hyderabad,4500000
7279,1175,Bachupally Road,2.0,Hyderabad,4500000
7280,1155,Bachupally Road,2.0,Hyderabad,4389000
7281,1220,Nallagandla Road,2.0,Hyderabad,6500000
7282,1320,Kondapur,2.0,Hyderabad,10500000
7283,3380,Kokapet,4.0,Hyderabad,21000000
7284,4395,Nanakramguda,4.0,Hyderabad,45000000
7285,1860,Nallagandla Gachibowli,3.0,Hyderabad,12000000
7286,1500,Kapra,3.0,Hyderabad,6200000
7287,1170,Madinaguda,2.0,Hyderabad,6800000
7288,2865,Madhapur,4.0,Hyderabad,40000000
7289,4152,Gachibowli,5.0,Hyderabad,45000000
7290,1270,Kokapet,2.0,Hyderabad,8522000
7291,1735,Kokapet,3.0,Hyderabad,11200000
7292,1735,Kokapet,3.0,Hyderabad,11000000
7293,1216,Kukatpally,2.0,Hyderabad,11000000
7294,1755,IDPL Colony,3.0,Hyderabad,10900000
7295,1665,Balanagar,3.0,Hyderabad,10500000
7296,1130,Pragathi Nagar,2.0,Hyderabad,4600000
7297,1100,Kukatpally,2.0,Hyderabad,5700000
7298,1160,ECIL,2.0,Hyderabad,4872000
7299,1490,Kondapur,3.0,Hyderabad,11299999
7300,1300,Ramnagar Gundu,3.0,Hyderabad,5000000
7301,1280,Ramnagar Gundu,3.0,Hyderabad,4500000
7302,1000,Nallakunta,2.0,Hyderabad,4500000
7303,1515,Pragathi Nagar Kukatpally,3.0,Hyderabad,6800000
7304,1170,Madinaguda,2.0,Hyderabad,7000000
7305,4146,Gachibowli,5.0,Hyderabad,35200000
7306,4146,Gachibowli,5.0,Hyderabad,35200000
7307,4146,Gachibowli,5.0,Hyderabad,35200000
7308,4146,Gachibowli,5.0,Hyderabad,35200000
7309,2875,Attapur,4.0,Hyderabad,10900000
7310,2744,Padmarao Nagar,4.0,Hyderabad,22500000
7311,2192,Kondapur,3.0,Hyderabad,10500000
7312,550,Moula Ali,1.0,Hyderabad,2310000
7313,2595,Madhapur,4.0,Hyderabad,27000000
7314,1875,Shaikpet,3.0,Hyderabad,15000000
7315,1460,Narsingi,3.0,Hyderabad,7519000
7316,1680,Kokapet,3.0,Hyderabad,11200000
7317,1155,Bachupally Road,2.0,Hyderabad,4389000
7318,1175,Bachupally Road,2.0,Hyderabad,4500000
7319,1650,Serilingampally,3.0,Hyderabad,8200000
7320,1515,Suchitra,3.0,Hyderabad,6363000
7321,1500,Alkapur township,5.0,Hyderabad,6500000
7322,1050,Kondapur,3.0,Hyderabad,4500000
7323,1600,Gachibowli,3.0,Hyderabad,7998000
7324,1511,Nallagandla Gachibowli,2.0,Hyderabad,8811000
7325,2141,Banjara Hills Road Number 12,3.0,Hyderabad,23000000
7326,1670,Narsingi,3.0,Hyderabad,8624000
7327,1155,Bachupally Road,2.0,Hyderabad,4158000
7328,1155,Bachupally Road,2.0,Hyderabad,4389000
7329,1175,Bachupally Road,2.0,Hyderabad,4500000
7330,1931,Kukatpally,3.0,Hyderabad,13300000
7331,1782,Kukatpally,3.0,Hyderabad,11500000
7332,1441,Kukatpally,2.0,Hyderabad,9400000
7333,1441,Kukatpally,2.0,Hyderabad,9400000
7334,1515,Suchitra,3.0,Hyderabad,6363000
7335,1165,ECIL Main Road,2.0,Hyderabad,5100000
7336,1740,Kukatpally,3.0,Hyderabad,12000000
7337,1360,Kukatpally,2.0,Hyderabad,9382000
7338,1110,Pragathi Nagar Kukatpally,2.0,Hyderabad,4500000
7339,1675,Chandanagar,3.0,Hyderabad,11000000
7340,1725,Gopanpally,3.0,Hyderabad,11000000
7341,1255,Nagole,2.0,Hyderabad,5647000
7342,1515,Pragathi Nagar Kukatpally,3.0,Hyderabad,6800000
7343,1515,Pragathi Nagar Kukatpally,3.0,Hyderabad,6800000
7344,1505,Kondapur,3.0,Hyderabad,14000000
7345,1650,Serilingampally,3.0,Hyderabad,8150000
7346,1090,Kukatpally,2.0,Hyderabad,7098999
7347,1695,Kukatpally,3.0,Hyderabad,10900000
7348,1315,Kondapur,2.0,Hyderabad,8095000
7349,1885,Kondapur,3.0,Hyderabad,11399999
7350,1180,Gajularamaram,2.0,Hyderabad,5256000
7351,1555,Gajularamaram,3.0,Hyderabad,6931000
7352,1728,Gachibowli,3.0,Hyderabad,13500000
7353,1189,Panchavati Colony Manikonda,2.0,Hyderabad,6000000
7354,1100,Manikonda,2.0,Hyderabad,6000000
7355,1782,Kukatpally,3.0,Hyderabad,11500000
7356,1782,Kukatpally,3.0,Hyderabad,11500000
7357,1735,Kukatpally,3.0,Hyderabad,11000000
7358,2192,Kondapur,3.0,Hyderabad,10500000
7359,1075,Kompally,2.0,Hyderabad,4085000
7360,1265,Kompally,2.0,Hyderabad,4427000
7361,1782,Kukatpally,3.0,Hyderabad,15400000
7362,2700,Sun City,3.0,Hyderabad,45000000
7363,4829,Gachibowli,4.0,Hyderabad,24500000
7364,1279,Kukatpally,2.0,Hyderabad,8823000
7365,1216,Kukatpally,2.0,Hyderabad,8389000
7366,1441,Kukatpally,2.0,Hyderabad,9941000
7367,1200,Narsingi,2.0,Hyderabad,6180000
7368,1150,Bachupally,2.0,Hyderabad,4340000
7369,1475,Bachupally,3.0,Hyderabad,5510000
7370,1100,Kompally,2.0,Hyderabad,5050000
7371,1470,Chandanagar,3.0,Hyderabad,9300000
7372,1780,Serilingampally,3.0,Hyderabad,13000000
7373,2460,Manikonda,3.0,Hyderabad,18500000
7374,2540,Kokapet,3.0,Hyderabad,17500000
7375,1130,Nanakramguda,2.0,Hyderabad,6102000
7376,1495,Nanakramguda,3.0,Hyderabad,8070000
7377,1395,Nanakramguda,2.0,Hyderabad,7533000
7378,1275,Nanakramguda,2.0,Hyderabad,6884999
7379,1875,Kokapet,3.0,Hyderabad,10800000
7380,2630,Kokapet,4.0,Hyderabad,17000000
7381,2630,Kokapet,4.0,Hyderabad,17000000
7382,4700,Jubilee Hills,4.0,Hyderabad,61000000
7383,4300,Jubilee Hills,4.0,Hyderabad,55800000
7384,1700,Tellapur,3.0,Hyderabad,8000000
7385,2630,Kokapet,4.0,Hyderabad,18400000
7386,1230,Bachupally,2.0,Hyderabad,4500000
7387,1000,Pragati Nagar,2.0,Hyderabad,3600000
7388,1150,Bachupally Road,2.0,Hyderabad,3500000
7389,1195,Nallakunta,3.0,Hyderabad,4000000
7390,1050,New Maruthi Nagar,2.0,Hyderabad,5200000
7391,1122,Tarnaka,2.0,Hyderabad,5900000
7392,1441,Kukatpally,2.0,Hyderabad,9400000
7393,1710,Kondapur,3.0,Hyderabad,13300000
7394,1600,Nanakramguda,3.0,Hyderabad,7998000
7395,2020,Kondapur,3.0,Hyderabad,10500000
7396,3190,Madhapur,4.0,Hyderabad,32000000
7397,1175,Bachupally Road,2.0,Hyderabad,4236000
7398,1175,Bachupally Road,2.0,Hyderabad,4236000
7399,1155,Bachupally Road,2.0,Hyderabad,4158000
7400,1155,Bachupally Road,2.0,Hyderabad,4158000
7401,1155,Bachupally Road,2.0,Hyderabad,4158000
7402,1175,Bachupally Road,2.0,Hyderabad,4236000
7403,1220,Bachupally Road,2.0,Hyderabad,4158000
7404,1155,Bachupally Road,2.0,Hyderabad,4158000
7405,1155,Bachupally Road,2.0,Hyderabad,4158000
7406,1155,Bachupally Road,2.0,Hyderabad,4158000
7407,1155,Bachupally Road,2.0,Hyderabad,4389000
7408,1175,Bachupally Road,2.0,Hyderabad,4236000
7409,1155,Bachupally Road,2.0,Hyderabad,4158000
7410,1165,Kondapur,2.0,Hyderabad,6640000
7411,1775,Bandlaguda Jagir,3.0,Hyderabad,6000000
7412,1662,Gachibowli,3.0,Hyderabad,16000000
7413,1770,Nanakramguda,3.0,Hyderabad,9558000
7414,3493,Hitech City,4.0,Hyderabad,29000000
7415,1050,Kukatpally,2.0,Hyderabad,5500000
7416,1515,Suchitra,3.0,Hyderabad,6363000
7417,2815,Kondapur,3.0,Hyderabad,13500000
7418,2191,Kondapur,3.0,Hyderabad,10500000
7419,2813,Kondapur,3.0,Hyderabad,13500000
7420,1535,Kokapet,3.0,Hyderabad,9517000
7421,1535,Kokapet,3.0,Hyderabad,9517000
7422,1535,Kokapet,3.0,Hyderabad,8903000
7423,2630,Kokapet,4.0,Hyderabad,16299999
7424,2630,Kokapet,4.0,Hyderabad,16299999
7425,2630,Kokapet,4.0,Hyderabad,16299999
7426,2630,Kokapet,4.0,Hyderabad,16299999
7427,2630,Kokapet,4.0,Hyderabad,15200000
7428,2630,Kokapet,4.0,Hyderabad,15200000
7429,2630,Kokapet,4.0,Hyderabad,15200000
7430,2630,Kokapet,4.0,Hyderabad,15200000
7431,2630,Kokapet,4.0,Hyderabad,15200000
7432,2630,Kokapet,4.0,Hyderabad,15200000
7433,2630,Kokapet,4.0,Hyderabad,15200000
7434,2630,Kokapet,4.0,Hyderabad,15200000
7435,4146,Gachibowli,5.0,Hyderabad,35200000
7436,4146,Gachibowli,5.0,Hyderabad,35200000
7437,4146,Gachibowli,5.0,Hyderabad,35200000
7438,4146,Gachibowli,5.0,Hyderabad,35200000
7439,4800,Jubilee Hills,4.0,Hyderabad,62300000
7440,2607,Kondapur,3.0,Hyderabad,12500000
7441,1535,Kokapet,3.0,Hyderabad,12000000
7442,1730,Nanakramguda,3.0,Hyderabad,14500000
7443,3490,Madhapur,4.0,Hyderabad,34000000
7444,1834,Manikonda,3.0,Hyderabad,15000000
7445,2025,Miyapur Bachupally Road,4.0,Hyderabad,7200000
7446,1000,Pragathi Nagar Road,2.0,Hyderabad,3700000
7447,1580,Hitech City,3.0,Hyderabad,9800000
7448,2615,Gachibowli,3.0,Hyderabad,13000000
7449,2191,Kondapur,3.0,Hyderabad,15800000
7450,1190,nizampet road,2.0,Hyderabad,4600000
7451,4400,Kukatpally,4.0,Hyderabad,30000000
7452,1270,Nallagandla Gachibowli,2.0,Hyderabad,7438000
7453,1100,Kompally,2.0,Hyderabad,4800000
7455,900,Nallakunta,2.0,Hyderabad,3800000
7456,3448,Gachibowli,4.0,Hyderabad,27000000
7457,1865,Hitech City,3.0,Hyderabad,12100000
7458,1589,Alwal,3.0,Hyderabad,7950000
7459,2025,Somajiguda,3.0,Hyderabad,10500000
7460,2191,Kondapur,3.0,Hyderabad,10500000
7461,2270,Nanakramguda,3.0,Hyderabad,14500000
7462,1615,Kondapur,3.0,Hyderabad,14000000
7463,1745,Nanakramguda,3.0,Hyderabad,11200000
7464,960,Nanakramguda,2.0,Hyderabad,7500000
7465,1190,Bachupally,2.0,Hyderabad,4641000
7466,2615,Nanakramguda,3.0,Hyderabad,16600000
7467,2815,Kondapur,3.0,Hyderabad,13500000
7468,2800,Kondapur,3.0,Hyderabad,13400000
7469,2600,Kondapur,3.0,Hyderabad,12400000
7470,2452,Kondapur,3.0,Hyderabad,11700000
7471,2815,Kondapur,3.0,Hyderabad,13500000
7472,1604,Madinaguda,3.0,Hyderabad,5500000
7473,1050,HMT Hills,2.0,Hyderabad,5500000
7474,1620,Gajularamaram,3.0,Hyderabad,8000000
7475,2540,Kokapet,3.0,Hyderabad,16000000
7476,2160,Hitech City,3.0,Hyderabad,15000000
7477,1050,Tilak Nagar,2.0,Hyderabad,5400000
7478,1150,Hitech City,2.0,Hyderabad,3900000
7479,2265,Hitech City,3.0,Hyderabad,14800000
7480,1500,Madhapur,3.0,Hyderabad,8000000
7481,1688,Somajiguda,3.0,Hyderabad,9800000
7482,1100,Pragathi Nagar,2.0,Hyderabad,4600000
7483,1875,Kokapet,3.0,Hyderabad,12100000
7484,1050,BK Guda Road,2.0,Hyderabad,4200000
7485,2625,Madhapur,3.0,Hyderabad,27000000
7486,3448,Gachibowli,4.0,Hyderabad,27000000
7487,2385,Shaikpet,3.0,Hyderabad,15000000
7488,1800,Nanakramguda,3.0,Hyderabad,11200000
7489,2607,Kondapur,3.0,Hyderabad,20000000
7490,3240,Madhapur,4.0,Hyderabad,29200000
7491,2865,Madhapur,4.0,Hyderabad,25800000
7492,1125,Pragathi Nagar Kukatpally,2.0,Hyderabad,4060000
7493,2050,Serilingampally,3.0,Hyderabad,14000000
7494,3300,Banjara Hills,4.0,Hyderabad,29700000
7495,1300,muthangi,3.0,Hyderabad,3250000
7496,1240,Madinaguda,2.0,Hyderabad,3450000
7497,1665,Nallagandla Gachibowli,3.0,Hyderabad,9855000
7498,1265,Nallagandla Gachibowli,2.0,Hyderabad,7536000
7499,2644,Nanakramguda,3.0,Hyderabad,9782000
7500,1000,Beeramguda,2.0,Hyderabad,2500000
7501,1550,Central Excise Colony Hyderabad,3.0,Hyderabad,6500000
7502,4500,Miyapur,5.0,Hyderabad,18000000
7503,1640,Madinaguda,3.0,Hyderabad,5300000
7504,3450,Somajiguda,4.0,Hyderabad,55000000
7505,1150,Madhapur,2.0,Hyderabad,3900000
7506,1150,Beeramguda,2.0,Hyderabad,3900000
7507,1770,Kondapur,3.0,Hyderabad,10700000
7508,1960,Himayat Nagar,3.0,Hyderabad,12000000
7509,980,Bowenpally,2.0,Hyderabad,3800000
7510,1195,Kondapur,2.0,Hyderabad,7500000
7511,1200,Ashok Nagar,2.0,Hyderabad,9000000
7512,1590,Ashok Nagar,3.0,Hyderabad,12000000
7513,2220,Nanakramguda,3.0,Hyderabad,15000000
7514,1592,Kukatpally,3.0,Hyderabad,12600000
7515,1380,Barkatpura,3.0,Hyderabad,6500000
7516,4375,Madhapur,5.0,Hyderabad,32799999
7517,1640,Madinaguda,3.0,Hyderabad,5500000
7518,1240,Madinaguda,2.0,Hyderabad,3720000
7519,1300,Isnapur,3.0,Hyderabad,3200000
7520,1240,Madinaguda,2.0,Hyderabad,3720000
7521,1160,Nacharam,2.0,Hyderabad,5600000
7522,1695,Kukatpally,3.0,Hyderabad,11200000
7523,1090,Kukatpally,2.0,Hyderabad,7317000
7524,1275,Gachibowli,2.0,Hyderabad,11500000
7525,1350,Kokapet,2.0,Hyderabad,10200000
7526,1250,D D Colony,3.0,Hyderabad,6300000
7527,2500,DD Colony,3.0,Hyderabad,13500000
7528,3258,Nanakramguda,4.0,Hyderabad,22700000
7529,1165,Miyapur,2.0,Hyderabad,5242000
7530,1250,Ramnagar Gundu,3.0,Hyderabad,5200000
7531,950,Patancheru,2.0,Hyderabad,2400000
7532,1100,BHEL,3.0,Hyderabad,3100000
7533,2925,Serilingampally,4.0,Hyderabad,14600000
7534,1710,Kondapur,3.0,Hyderabad,13000000
7535,2664,Nanakramguda,3.0,Hyderabad,9782000
7536,2000,Nanakramguda,3.0,Hyderabad,7400000
7537,1150,Almasguda,2.0,Hyderabad,4800000
7538,1150,Pragathi Nagar,2.0,Hyderabad,4140000
7539,1145,Ashok Nagar,2.0,Hyderabad,8500000
7540,1900,Kondapur,3.0,Hyderabad,16500000
7541,1580,Hitech City,3.0,Hyderabad,10000000
7542,2192,Kondapur,3.0,Hyderabad,10500000
7543,2595,Hitech City,3.0,Hyderabad,20500000
7544,960,Himayat Nagar,2.0,Hyderabad,5760000
7545,1665,Madinaguda,3.0,Hyderabad,5500000
7546,950,Patancheru,2.0,Hyderabad,2400000
7547,1735,Kukatpally,3.0,Hyderabad,12200000
7548,1360,Kukatpally,2.0,Hyderabad,9600000
7549,1208,Kukatpally,2.0,Hyderabad,8500000
7550,1740,Kukatpally,3.0,Hyderabad,12200000
7551,1200,Bachupally,2.0,Hyderabad,4680000
7552,1240,Bachupally,2.0,Hyderabad,4836000
7553,1240,Bachupally,2.0,Hyderabad,4836000
7554,1200,Bachupally,2.0,Hyderabad,4680000
7555,1600,Bachupally,3.0,Hyderabad,6240000
7556,1270,Bachupally,2.0,Hyderabad,4953000
7557,1080,Alwal,2.0,Hyderabad,4320000
7558,1020,Allwyn Colony,2.0,Hyderabad,4850000
